timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
356809765,-6.360581346653132,106.82451638923438,90.80894,13.371562,-3.018125,0.09163887,-0.062026806,1,1,1,0
375287555,-6.360581104818555,106.82451265433664,90.73171,13.398453,-3.4308703,0.16886236,-0.060524873,1,1,1,0
379018712,-6.360581104818555,106.82451265433664,90.73171,13.398453,-3.4308703,0.16886236,-0.07581609,1,1,1,0
