timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,data_source
372909735,372909240,-0.0,0.0,0.34457833,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
373170364,373169865,-0.0,0.0,0.3987952,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
373388169,373387600,-0.0,0.0,0.47831327,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
373559840,373559119,-0.0,0.0,0.4927711,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
373728114,373727666,-0.0,0.0,0.5301205,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
373989316,373988865,-0.0,0.0,0.5674699,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
374185288,374184843,-0.0,0.0,0.6060241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
374352623,374351906,-0.0,0.0,0.6325301,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
374590486,374590029,-0.0,0.0,0.67951804,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
374786678,374786226,-0.0,0.0,0.7493976,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
374883415,374882825,-0.0,0.0,0.760241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
375198446,375197988,-0.0,0.0,0.760241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
375243344,375242511,-0.0,0.0,0.7590361,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
375566314,375565854,-0.0,0.0,0.75783134,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
375759250,375758805,-0.0,0.0,0.70843375,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
375867055,375866610,-0.0,0.0,0.70843375,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
376016810,376016341,-0.0,0.0,0.70843375,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
376387361,376386811,-0.0,0.0,0.70843375,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
376537161,376536717,-0.0,0.0,0.673494,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
376753981,376753408,-0.0,0.0,0.6698795,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
376992336,376991482,-0.0,0.0,0.6385542,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
377159093,377158641,-0.0,0.0,0.6240964,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
377356877,377356430,-0.0,0.0,0.6240964,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
377463711,377463099,-0.0,0.0,0.62650603,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
377770456,377769987,-0.0,0.0,0.62650603,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
377935112,377934572,-0.0,0.0,0.66385543,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
378187609,378186910,-0.0,0.0,0.68192774,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
378249765,378249252,-0.0,0.0,0.68915665,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
378695963,378695518,-0.0,0.0,0.6915663,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
378996798,378996350,-0.0,0.0,0.6915663,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
379042847,379042266,-0.0,0.0,0.6939759,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
379304307,379303795,-0.0,0.0,0.7192771,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
379625387,379624876,-0.0,0.0,0.7192771,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
379927204,379926211,-0.0,0.0,0.7192771,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
380230303,380229724,-0.0,0.0,0.7192771,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
380405274,380404609,-0.0,0.0,0.72048193,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
380446684,380446235,-0.0,0.0,0.7216867,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
380616864,380616417,-0.0,0.0,0.72048193,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
380767256,380766763,-0.0,0.0,0.74216866,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
381070008,381069506,-0.0,0.0,0.74216866,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
381218137,381217693,-0.0,0.0,0.6939759,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
381412885,381412393,-0.0,0.0,0.6698795,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
381606248,381605803,-0.0,0.0,0.6698795,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
381822190,381821692,-0.0,0.0,0.6698795,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
382059035,382058585,-0.0,0.0,0.6698795,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
382231460,382231000,-0.0,0.0,0.6843374,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
382427817,382427330,-0.0,0.0,0.73373497,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
382622064,382621577,-0.0,0.0,0.786747,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
382711328,382710848,-0.0,0.0,0.80240965,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
383007418,383006416,-0.0,0.0,0.81445783,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
383309721,383309236,-0.0,0.0,0.81445783,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
383611808,383611358,-0.0,0.0,0.81445783,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
383848694,383848248,-0.0,0.0,0.8120482,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
383871337,383870893,-0.0,0.0,0.8120482,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
384002592,384002095,-0.0,0.0,0.79879516,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
384214285,384213830,-0.0,0.0,0.7686747,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
384340159,384339705,-0.0,0.0,0.7698795,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
384599598,384599104,-0.0,0.0,0.77590364,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
384833539,384833024,-0.0,0.0,0.773494,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
385024217,385023727,-0.0,0.0,0.76626503,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
385221794,385221222,-0.0,0.0,0.72048193,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
385433089,385432632,-0.0,0.0,0.69036144,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
385628901,385628421,-0.0,0.0,0.64457834,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
385758569,385758031,-0.0,0.0,0.64457834,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
385866629,385866020,-0.0,0.0,0.64457834,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
386217156,386216711,-0.0,0.0,0.6457831,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
386431355,386430885,-0.0,0.0,0.7891566,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
386453413,386452955,-0.0,0.0,0.79036146,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
386758240,386757678,-0.0,0.0,0.79036146,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
387060322,387059858,-0.0,0.0,0.79036146,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
387209129,387208682,-0.0,0.0,0.7879518,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
387360739,387360240,-0.0,0.0,0.6361446,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
387600390,387599933,-0.0,0.0,0.6361446,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
387838688,387838187,-0.0,0.0,0.62650603,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
387882037,387881396,-0.0,0.0,0.6253012,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
388229558,388228819,-0.0,0.0,0.61445785,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
388399570,388399125,-0.0,0.0,0.5891566,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
388610863,388610416,-0.0,0.0,0.5879518,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
388844861,388844306,-0.0,0.0,0.55783135,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
389036371,389035604,-0.0,0.0,0.5409638,0.007317073,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
389231572,389230956,-0.0,0.0,0.413253,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
389421284,389420659,-0.0,0.0,0.4506024,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
389642038,389641551,-0.0,0.0,0.39156628,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
389706785,389706234,-0.0,0.0,0.38433734,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
390034573,390033486,-0.0,0.0,0.3493976,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
390248098,390247613,-0.0,0.0,0.3048193,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
390403770,390402569,-0.0,0.0,0.2951807,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
390644772,390644318,-0.0,0.0,0.28915662,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
390707773,390707325,-0.0,0.0,0.23855421,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
391009103,391008650,-0.0,0.0,0.23855421,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
391331454,391330988,-0.0,0.0,0.23855421,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
391438018,391437449,-0.0,0.0,0.19759037,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
391503722,391503172,-0.0,0.0,0.2,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
391724334,391723799,-0.0,0.0,0.19638555,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
391939908,391939279,-0.0,0.0,0.19638555,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
392205234,392204750,-0.0,0.0,0.19518073,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
392430035,392429584,-0.0,0.0,0.18674698,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
392600959,392600422,-0.0,0.0,0.0939759,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
392852345,392851841,-0.0,0.0,0.09518072,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
393044738,393044255,-0.0,0.0,0.13012049,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
393225978,393225492,-0.0,0.0,0.17590362,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
393345961,393345513,-0.0,0.0,0.21084337,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
393646112,393645655,-0.0,0.0,0.21084337,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
393836259,393835705,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
394013327,394012877,-0.0,0.0,0.13373494,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
394250840,394250388,-0.0,0.0,0.15421687,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
394447588,394447140,-0.0,0.0,0.21927711,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
394646060,394645607,-0.0,0.0,0.20361446,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
394840202,394839758,-0.0,0.0,0.20361446,0.0024390244,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
395033511,395033060,-0.0,0.0,0.22891566,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
395229150,395227354,-0.0,0.0,0.23012048,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
395438388,395437926,-0.0,0.0,0.31084338,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
395631839,395631391,-0.0,0.0,0.3060241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
395847515,395847071,-0.0,0.0,0.21084337,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
396045569,396045067,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
396346802,396346349,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
396538573,396538127,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
396841000,396840551,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
397142768,397142269,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
397380647,397380091,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
397465911,397465214,-0.0,0.0,0.21566264,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
397573876,397573363,-0.0,0.0,0.19638555,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
397722893,397722404,-0.0,0.0,0.1879518,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
397787493,397786930,-0.0,0.0,0.18674698,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
398175435,398174947,-0.0,0.0,0.14578313,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
398368876,398368429,-0.0,0.0,0.15542169,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
398575783,398575335,-0.0,0.0,0.10361446,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
398767684,398767237,-0.0,0.0,0.12048193,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
398917354,398916909,-0.0,0.0,0.12891567,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
399220074,399219626,-0.0,0.0,0.12891567,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
399521078,399520421,-0.0,0.0,0.12891567,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
399627806,399626759,-0.0,0.0,0.12891567,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
399930160,399929621,-0.0,0.0,0.12891567,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
400249840,400249393,-0.0,0.0,0.12771085,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
400271130,400270628,-0.0,0.0,0.119277105,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
400425335,400424842,-0.0,0.0,0.097590365,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
400488208,400487760,-0.0,0.0,0.08192771,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
400855591,400855144,-0.0,0.0,0.119277105,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
401027742,401026742,-0.0,0.0,0.21445782,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
401245731,401245130,-0.0,0.0,0.2433735,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
401438933,401438416,-0.0,0.0,0.2746988,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
401638053,401637547,-0.0,0.0,0.23855421,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
401827562,401827069,-0.0,0.0,0.16626506,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
401996593,401996121,-0.0,0.0,0.16746987,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
402305048,402304596,-0.0,0.0,0.16746987,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
402434081,402433630,-0.0,0.0,0.19397591,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
402628770,402628326,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
402849136,402848650,-0.0,0.0,0.2060241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
403045631,403045175,-0.0,0.0,0.14096385,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
403239074,403238557,-0.0,0.0,0.15060242,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
403370810,403370359,-0.0,0.0,0.15301205,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
403675242,403674742,-0.0,0.0,0.15301205,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
403890715,403889931,-0.0,0.0,0.15180723,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
404040836,404040369,-0.0,0.0,0.11566265,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
404129368,404128847,-0.0,0.0,0.13373494,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
404435351,404434587,-0.0,0.0,0.13373494,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
404692834,404692389,-0.0,0.0,0.13614458,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
404841333,404840785,-0.0,0.0,0.1493976,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
405052176,405051673,-0.0,0.0,0.19879518,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
405115562,405115117,-0.0,0.0,0.2060241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
405446411,405445925,-0.0,0.0,0.2060241,0.004878049,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
405649339,405648802,-0.0,0.0,0.2060241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
405839551,405839103,-0.0,0.0,0.22048193,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
406032843,406032385,-0.0,0.0,0.17590362,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
406096010,406095452,-0.0,0.0,0.15783133,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
406442037,406441590,-0.0,0.0,0.23012048,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
406655340,406654889,-0.0,0.0,0.20963855,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
406851300,406850855,-0.0,0.0,0.15542169,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
407026599,407025807,-0.0,0.0,0.15783133,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
407344627,407344139,-0.0,0.0,0.15783133,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
407645842,407645386,-0.0,0.0,0.15783133,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
407801617,407800724,-0.0,0.0,0.15903614,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
407845303,407844737,-0.0,0.0,0.17228916,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
408015597,408015064,-0.0,0.0,0.24457832,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
408146505,408146055,-0.0,0.0,0.25180724,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
408446453,408445909,-0.0,0.0,0.25301206,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
408636601,408636151,-0.0,0.0,0.32891566,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
408829997,408829553,-0.0,0.0,0.34819278,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
409005696,409005015,-0.0,0.0,0.35301206,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
409071313,409070863,-0.0,0.0,0.35060242,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
409435774,409435329,-0.0,0.0,0.3939759,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
409511487,409509336,-0.0,0.0,0.42289156,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
409677345,409676900,-0.0,0.0,0.426506,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
409931355,409930848,-0.0,0.0,0.43855423,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
410236211,410235596,-0.0,0.0,0.42048192,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
410431501,410431053,-0.0,0.0,0.26385543,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
410559896,410559415,-0.0,0.0,0.3253012,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
410690098,410689650,-0.0,0.0,0.32409638,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
411036512,411036061,-0.0,0.0,0.37831324,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
411253449,411252900,-0.0,0.0,0.41084337,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
411447058,411446608,-0.0,0.0,0.32891566,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
411618115,411617667,-0.0,0.0,0.2746988,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
411684334,411683827,-0.0,0.0,0.2759036,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
412036408,412035945,-0.0,0.0,0.26024097,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
412211171,412210543,-0.0,0.0,0.12048193,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
412423411,412422780,-0.0,0.0,0.16144578,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
412659460,412659001,-0.0,0.0,0.16144578,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
412850111,412849657,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
413022978,413022396,-0.0,0.0,0.25180724,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
413087119,413086671,-0.0,0.0,0.25421688,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
413455943,413455496,-0.0,0.0,0.3060241,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
413645181,413644722,-0.0,0.0,0.24578314,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
413821741,413821178,-0.0,0.0,0.16987951,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
414016256,414015558,-0.0,0.0,0.17710844,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
414184517,414183992,-0.0,0.0,0.21686748,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
414424664,414424172,-0.0,0.0,0.2686747,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
414638633,414638178,-0.0,0.0,0.29638556,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
414851256,414850761,-0.0,0.0,0.2819277,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
415047981,415047402,-0.0,0.0,0.2686747,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
415241031,415240587,-0.0,0.0,0.25421688,0.034146342,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
415434993,415434546,-0.0,0.0,0.31084338,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
415651355,415650843,-0.0,0.0,0.32168674,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
415826085,415825548,-0.0,0.0,0.3385542,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
416037307,416036813,-0.0,0.0,0.24578314,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
416253908,416253446,-0.0,0.0,0.23855421,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
416447649,416447199,-0.0,0.0,0.35060242,0.0,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,1
