timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
409997958,1114122,2228234,0,0,0,0,0,758.65826,758.6079,758.65826,758.6079,0.018983483,0.0003025543,4.503947e-08,-0.30397922,0.07744514,-9.9688015,0.017850071,0.020162646,0.0013009488,53.741776,54.0
411018035,1114122,2228234,0,0,0,0,0,757.88464,757.6532,757.88464,757.6532,0.017463675,0.00028735455,4.1206032e-08,-0.26455632,0.17010307,-9.795191,0.009262716,-0.019392852,-0.0025059227,53.787975,55.0
412024352,1114122,2228234,0,0,0,0,0,751.0512,758.4145,751.0512,758.4145,0.018357828,0.0002936115,4.945854e-08,-0.35332078,0.07721885,-9.938242,0.025620015,-0.018017787,0.005480568,53.885273,55.0
413046676,1114122,2228234,0,0,0,0,0,750.7467,759.1772,750.7467,759.1772,0.018159011,0.00029729816,5.1865232e-08,-0.015781391,0.6660657,-10.827901,-0.03021691,0.038827315,0.006730611,53.875,54.0
414066967,1114122,2228234,0,0,0,0,0,753.7726,759.9803,753.7726,759.9803,0.01674707,0.0002629531,4.34212e-08,-0.28565392,0.3829443,-9.528966,-0.04230025,0.020456713,0.011412547,53.875,55.0
415005447,1114122,2228234,0,0,0,0,0,756.12823,759.9803,756.12823,759.9803,0.017055282,0.00026070574,3.8397463e-08,-0.3024252,0.18661821,-9.181565,0.017669562,0.0023692143,-0.0066285636,53.875,55.0
416051550,1114122,2228234,0,0,0,0,0,758.4689,759.20404,758.4689,759.20404,0.017506074,0.00022392783,2.7728884e-08,-0.16526252,0.27101105,-8.753429,-0.02459497,-0.018286044,-0.008664028,53.871876,55.0
416989499,1114122,2228234,0,0,0,0,0,759.9333,759.20404,759.9333,759.20404,0.01815443,0.00024410016,3.4947874e-08,-0.2524012,-0.029209206,-7.9229918,-0.042313643,0.0652922,-0.006640627,54.0,55.0
417992765,1114122,2228234,0,0,0,0,0,759.09204,759.97076,759.09204,759.97076,0.0173069,0.00028735414,4.9482395e-08,-0.25361603,0.19570142,-9.438596,-0.034851424,-0.014595376,-0.00891316,54.040585,55.0
419010008,1114122,2228234,0,0,0,0,0,759.05597,759.97076,759.05597,759.97076,0.018445736,0.0003143292,4.9874096e-08,-0.69201,-0.66619825,-10.319707,-0.026290618,0.028633133,0.014357801,54.125,55.0
420074928,1114122,2228234,0,0,0,0,0,759.7803,759.97076,759.7803,759.97076,0.018587993,0.00047542198,5.0590694e-07,-3.112216,0.66701025,-9.495882,0.071212105,0.13621704,-0.10089392,54.10033,55.0
421040414,1114122,2228234,0,0,0,0,0,758.9972,759.97076,758.9972,759.97076,0.010483594,0.0001541297,9.380466e-08,-0.20496306,0.1788627,-9.714936,-0.010962087,0.0035527293,0.00039430242,54.126545,55.0
422028563,1114122,2228234,0,0,0,0,0,760.52277,759.1947,760.52277,759.1947,0.008242199,7.8025245e-05,1.8025695e-08,-0.18236324,0.10564058,-9.729117,-0.014896735,-0.000118822696,-0.0046991194,54.21131,55.0
422985875,1114122,2228234,0,0,0,0,0,759.7441,753.5617,759.7441,753.5617,0.009875594,6.16456e-05,6.110848e-09,-0.14397076,0.106447175,-9.73409,-0.011512107,0.0013206326,-0.0040904377,54.086147,55.0
424005183,1114122,2228234,0,0,0,0,0,759.7441,763.9611,759.7441,763.9611,0.008497781,5.9206617e-05,3.8419037e-09,-0.16747221,0.07498429,-9.486849,-0.019273236,0.0035876601,0.014015717,54.25,56.0
425016064,1114122,2228234,0,0,0,0,0,799.2691,760.3559,799.2691,760.3559,0.0109690735,5.9887327e-05,3.1531877e-09,-0.17711955,0.09093246,-9.770952,-0.011712869,-0.0007267076,0.00041385985,54.25,55.0
