timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
372272370,2162698,2162698,1114122,0,0,0.106935434,0.10693517,0.0,0.0,2162698,2162698,2228234,0,0,0.0030060858,0.0030060853,0.0,0.0,1,1,0,0,1,1,0,0
372474540,2162698,2162698,1114122,0,0,0.06680767,0.06680768,0.0,0.0,2162698,2162698,2228234,0,0,0.0015132008,0.001513201,0.0,0.0,1,1,0,0,1,1,0,0
372672567,2162698,2162698,1114122,0,0,0.07033536,0.07033547,0.0,0.0,2162698,2162698,2228234,0,0,0.0024444475,0.0024444473,0.0,0.0,1,1,0,0,1,1,0,0
372870266,2162698,2162698,1114122,0,0,0.08249685,0.082496755,0.0,0.0,2162698,2162698,2228234,0,0,0.0028217754,0.002821775,0.0,0.0,1,1,0,0,1,1,0,0
373072718,2162698,2162698,1114122,0,0,0.09240517,0.09240532,0.0,0.0,2162698,2162698,2228234,0,0,0.0023169583,0.0023169583,0.0,0.0,1,1,0,0,1,1,0,0
373270508,2162698,2162698,1114122,0,0,0.07880567,0.07880567,0.0,0.0,2162698,2162698,2228234,0,0,0.0020882308,0.002088231,0.0,0.0,1,1,0,0,1,1,0,0
373468318,2162698,2162698,1114122,0,0,0.12391792,0.123917826,0.0,0.0,2162698,2162698,2228234,0,0,0.0043865126,0.004386513,0.0,0.0,1,1,0,0,1,1,0,0
373675225,2162698,2162698,1114122,0,0,0.13527955,0.1352795,0.0,0.0,2162698,2162698,2228234,0,0,0.00040583176,0.00040583176,0.0,0.0,1,1,0,0,1,1,0,0
373872987,2162698,2162698,1114122,0,0,0.11448838,0.11448831,0.0,0.0,2162698,2162698,2228234,0,0,0.0020443618,0.0020443618,0.0,0.0,1,1,0,0,1,1,0,0
374070831,2162698,2162698,1114122,0,0,0.13879436,0.13879439,0.0,0.0,2162698,2162698,2228234,0,0,0.003484081,0.0034840805,0.0,0.0,1,1,0,0,1,1,0,0
374273228,2162698,2162698,1114122,0,0,0.104132995,0.10413287,0.0,0.0,2162698,2162698,2228234,0,0,0.0039071124,0.003907113,0.0,0.0,1,1,0,0,1,1,0,0
374471094,2162698,2162698,1114122,0,0,0.11460495,0.11460495,0.0,0.0,2162698,2162698,2228234,0,0,0.0022030782,0.002203078,0.0,0.0,1,1,0,0,1,1,0,0
374669057,2162698,2162698,1114122,0,0,0.093428366,0.093428314,0.0,0.0,2162698,2162698,2228234,0,0,0.0031401052,0.0031401052,0.0,0.0,1,1,0,0,1,1,0,0
374871395,2162698,2162698,1114122,0,0,0.18920337,0.18920335,0.0,0.0,2162698,2162698,2228234,0,0,0.0031038604,0.003103861,0.0,0.0,1,1,0,0,1,1,0,0
375073661,2162698,2162698,1114122,0,0,0.065543585,0.06554365,0.0,0.0,2162698,2162698,2228234,0,0,0.0043713613,0.0043713613,0.0,0.0,1,1,0,0,1,1,0,0
375271537,2162698,2162698,1114122,0,0,0.092145756,0.09214574,0.0,0.0,2162698,2162698,2228234,0,0,0.0019440616,0.0019440614,0.0,0.0,1,1,0,0,1,1,0,0
375473839,2162698,2162698,1114122,0,0,0.07315233,0.07315234,0.0,0.0,2162698,2162698,2228234,0,0,0.0011026247,0.001102625,0.0,0.0,1,1,0,0,1,1,0,0
375671693,2162698,2162698,1114122,0,0,0.087614715,0.08761473,0.0,0.0,2162698,2162698,2228234,0,0,0.0032953073,0.003295307,0.0,0.0,1,1,0,0,1,1,0,0
375869689,2162698,2162698,1114122,0,0,0.12693192,0.12693185,0.0,0.0,2162698,2162698,2228234,0,0,0.002062545,0.002062545,0.0,0.0,1,1,0,0,1,1,0,0
376071913,2162698,2162698,1114122,0,0,0.21854961,0.21854967,0.0,0.0,2162698,2162698,2228234,0,0,0.0026792297,0.0026792297,0.0,0.0,1,1,0,0,1,1,0,0
376269760,2162698,2162698,1114122,0,0,0.029981054,0.029981054,0.0,0.0,2162698,2162698,2228234,0,0,0.0038625763,0.0038625768,0.0,0.0,1,1,0,0,1,1,0,0
376472215,2162698,2162698,1114122,0,0,0.24125029,0.24125025,0.0,0.0,2162698,2162698,2228234,0,0,0.00434959,0.0043495893,0.0,0.0,1,1,0,0,1,1,0,0
376674443,2162698,2162698,1114122,0,0,0.11882402,0.118824005,0.0,0.0,2162698,2162698,2228234,0,0,0.004710874,0.004710875,0.0,0.0,1,1,0,0,1,1,0,0
376872279,2162698,2162698,1114122,0,0,0.20645952,0.20645961,0.0,0.0,2162698,2162698,2228234,0,0,0.0023855977,0.0023855981,0.0,0.0,1,1,0,0,1,1,0,0
