timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
384071614,384070719,2162698,2162698,-8.420638e-05,3.6602218e-05,4.5211095e-06,0.004915103,-0.0018409484,-0.02256539,4497,4497,0,3
384570653,384569858,2162698,2162698,0.00019412633,0.00010120538,3.5197292e-05,-0.009324783,0.0071778814,-0.07288441,4497,4497,0,3
385074242,385073496,2162698,2162698,0.00010732338,1.2907978e-05,2.1946773e-05,0.001772196,0.0022596985,-0.048558977,4491,4491,0,3
385573442,385572662,2162698,2162698,0.00010097461,-0.00013967666,-2.1226604e-06,0.0020939577,-0.008471659,-0.03564529,4514,4514,0,3
386072586,386071788,2162698,2162698,-0.00019713721,-8.7631444e-05,-6.505103e-05,0.003746468,0.006282293,-0.053784017,4511,4511,0,3
386571756,386570914,2162698,2162698,-9.576462e-05,-0.00028355306,8.375291e-05,-0.006957973,0.0017243733,-0.06401441,4496,4496,0,3
387070792,387070063,2162698,2162698,-5.934182e-05,-1.8276789e-05,-7.047888e-05,-0.00805099,0.0070607946,-0.053635105,4505,4505,0,3
387569947,387569197,2162698,2162698,0.00016484623,4.92567e-05,7.548374e-05,-0.006134103,-0.006929999,-0.028696023,4491,4491,0,3
388073594,388072835,2162698,2162698,-0.0001765201,-0.00012398082,-4.48999e-05,0.00062556507,0.004248725,-0.05208132,4497,4497,0,3
388572739,388571976,2162698,2162698,-0.00012484624,0.00040547107,-7.639656e-05,0.0042313314,0.0063108345,-0.046130374,4496,4496,0,3
389071927,389071119,2162698,2162698,9.9976205e-05,-0.00018206189,7.431151e-05,0.0016963031,-0.009281076,-0.030612871,4497,4497,0,3
389571177,389570274,2162698,2162698,0.00024415672,0.00014258691,9.045396e-06,-0.0011251923,-0.008472909,-0.033117946,4502,4502,0,3
390070200,390069404,2162698,2162698,0.00040154005,-0.00021454561,-9.793632e-05,-0.0070781093,0.004901421,-0.06030475,4496,4496,0,3
390569323,390568563,2162698,2162698,-0.0003325773,-0.0004294678,-0.00011238382,0.0076287296,-0.00503793,-0.043083612,4508,4508,0,3
391072986,391072188,2162698,2162698,-6.422933e-05,-4.8328453e-05,3.313529e-05,0.005874583,-0.014176546,-0.03392867,4496,4496,0,3
391572051,391571333,2162698,2162698,0.00037774674,-0.00019285316,-4.0041978e-05,-0.008082769,0.0073916144,-0.06868449,4497,4497,0,3
392071403,392070477,2162698,2162698,0.00026803603,3.628583e-05,-3.7796603e-05,-0.0076721804,0.003223058,-0.055287722,4497,4497,0,3
392574843,392574119,2162698,2162698,-0.00021552149,0.00019637603,-4.769274e-05,0.006531049,0.0011608582,-0.05394154,4498,4498,0,3
393074036,393073267,2162698,2162698,0.00025246682,-5.045541e-05,-0.00016119226,-0.008713482,0.0018396928,-0.046947464,4495,4495,0,3
393573161,393572409,2162698,2162698,-0.00029257615,0.00010608805,-0.0003308745,0.0032366498,0.00029701507,-0.050012358,4497,4497,0,3
394072274,394071555,2162698,2162698,0.00029900344,-3.3428234e-05,0.00010907317,-0.0004559024,-0.01164295,-0.026409857,4497,4497,0,3
394571614,394570701,2162698,2162698,-0.00035938644,-0.00026057663,0.00028352917,0.006222206,-0.0020657356,-0.029385094,4497,4497,0,3
395070779,395069851,2162698,2162698,0.00040772426,0.00027073137,-1.2093993e-05,-0.014925865,-0.0046581207,-0.05818188,4501,4501,0,3
395574319,395573491,2162698,2162698,-0.00018144368,1.1148618e-05,-9.14499e-05,0.0048029167,-0.001775523,-0.030985579,4493,4493,0,3
396073433,396072689,2162698,2162698,0.00014573458,-0.0002592026,-0.000116086005,0.0055436087,-0.0025349099,-0.038135022,4534,4534,0,3
396572663,396571786,2162698,2162698,5.678895e-05,-0.0004469292,-3.2688175e-05,-0.0047332947,0.0013400104,-0.05096966,4497,4497,0,3
397071808,397070938,2162698,2162698,-8.666323e-05,0.0003844552,-5.020776e-05,0.009764228,-0.0027613475,-0.044991665,4501,4501,0,3
397570804,397570082,2162698,2162698,-0.00013760658,0.00029145883,-3.6727077e-05,0.009860871,0.0006312622,-0.03835149,4497,4497,0,3
398070017,398069232,2162698,2162698,-0.0003185556,-0.00023608259,-0.000111921305,0.007309956,-0.009627878,-0.03380775,4499,4499,0,3
398573626,398572876,2162698,2162698,-1.2303905e-05,-7.408381e-05,-0.000101248916,0.008803184,-0.010863863,-0.040516518,4480,4480,0,3
399072881,399072030,2162698,2162698,0.00014764447,-0.00019409125,3.587067e-06,-0.003711454,-0.0017803047,-0.02631991,4502,4502,0,3
399572095,399571174,2162698,2162698,-0.00041662055,0.00011027213,-7.293037e-05,0.0074869758,0.003492306,-0.045341153,4476,4476,0,3
400071092,400070324,2162698,2162698,-0.00019273938,-8.003865e-05,8.133596e-05,0.0054924395,-0.013268258,-0.0074355793,4503,4503,0,3
400570229,400569483,2162698,2162698,0.0001688041,-7.9597834e-05,7.104361e-05,-0.0055194115,0.0029470043,-0.06579826,4500,4500,0,3
401073949,401073121,2162698,2162698,5.0159957e-05,7.355368e-05,-5.887559e-05,0.00407142,0.008890194,-0.055615816,4497,4497,0,3
401573040,401572278,2162698,2162698,-3.946982e-06,-4.769007e-05,-1.3449356e-05,-0.0027221334,-0.0048814183,-0.037310842,4503,4503,0,3
402072153,402071423,2162698,2162698,-0.00011188806,-8.58626e-05,1.6050442e-05,0.004861732,-0.006691201,-0.025310988,4497,4497,0,3
402571429,402570574,2162698,2162698,3.4564728e-05,-1.5184801e-05,-3.814439e-05,0.0025628512,0.013593181,-0.060710564,4486,4486,0,3
403074952,403074226,2162698,2162698,-4.886965e-05,0.00015986926,-9.1225e-05,-0.00010557362,-0.004740415,-0.030582769,4497,4497,0,3
403574140,403573380,2162698,2162698,1.8202221e-06,-0.00033691208,0.00010207971,-0.0015556559,-0.0017095313,-0.029809566,4491,4491,0,3
404073445,404072526,2162698,2162698,-6.608342e-05,-0.0001304281,-2.125317e-05,-0.0020632201,0.006405644,-0.058406167,4490,4490,0,3
404572520,404571713,2162698,2162698,-0.00021192212,-5.3286993e-05,-0.00014786219,-0.008766083,0.0067953076,-0.05137067,4532,4532,0,3
405071588,405070831,2162698,2162698,-1.8963698e-05,-1.4790853e-05,-3.1215663e-05,0.0019278554,0.015432084,-0.053410467,4497,4497,0,3
405570718,405569984,2162698,2162698,5.297297e-05,0.0003872479,-3.8710383e-05,-0.0054936707,0.011725585,-0.051765487,4496,4496,0,3
406074405,406073634,2162698,2162698,0.00014572284,1.0393269e-05,9.080609e-05,-0.004535019,-0.0019254289,-0.042925756,4498,4498,0,3
406573511,406572787,2162698,2162698,-9.854234e-05,-0.00013198344,0.00012665185,-0.008446413,-0.00970851,-0.048484247,4495,4495,0,3
407072810,407071941,2162698,2162698,-0.00066170143,0.00029140903,-1.7221331e-05,-0.006181816,-0.01494755,-0.021538768,4497,4497,0,3
407571884,407571117,2162698,2162698,-1.2239424e-05,0.00022895315,-2.9143716e-06,-0.0026586584,-0.011322267,-0.02839596,4519,4519,0,3
408071046,408070249,2162698,2162698,-9.8384706e-05,-0.00024276866,4.3852928e-05,0.000824973,-0.0038671321,-0.0442349,4487,4487,0,3
408570168,408569403,2162698,2162698,7.724151e-05,4.49198e-05,-8.289242e-05,-3.9979415e-05,-0.009019924,-0.03947022,4493,4493,0,3
409073833,409073055,2162698,2162698,4.970836e-06,0.00020456486,-7.10203e-05,0.012567983,-0.0036483875,-0.031090936,4488,4488,0,3
409572978,409572217,2162698,2162698,-0.00026649045,-0.0002071899,-3.270892e-05,-0.009887943,-0.013836037,-0.027334912,4500,4500,0,3
410072094,410071366,2162698,2162698,6.995296e-05,0.00029753405,-6.183824e-05,0.012772314,0.015836295,-0.04537885,4498,4498,0,3
410571321,410570542,2162698,2162698,-0.00029515038,2.4835235e-06,-8.468888e-05,0.004085006,-0.002885037,-0.04746091,4518,4518,0,3
411070494,411069680,2162698,2162698,0.00015723908,0.0003390669,-4.5154808e-05,-0.004607256,0.012965948,-0.056346953,4500,4500,0,3
411569624,411568833,2162698,2162698,-0.00012022485,0.0002331211,7.867422e-05,-0.005255435,0.006166932,-0.04369348,4475,4475,0,3
412073251,412072486,2162698,2162698,-8.695375e-05,-0.00028478674,-1.7613835e-05,-0.0058170427,0.025059741,-0.051074836,4497,4497,0,3
412572651,412571649,2162698,2162698,0.000101789614,-0.00013390435,0.00012793906,0.0016782264,-0.010919309,-0.064107396,4497,4497,0,3
413071732,413070803,2162698,2162698,-0.00012009766,4.6921275e-05,-5.6307483e-05,0.0011427485,0.0045889877,-0.058925673,4500,4500,0,3
413575219,413574454,2162698,2162698,6.4264605e-05,0.00020920986,8.447608e-06,-0.0023921148,0.0038147992,-0.054529674,4483,4483,0,3
414074355,414073611,2162698,2162698,0.0001233528,1.5753356e-05,0.00012294736,-0.0056123477,-0.002948964,-0.07170197,4496,4496,0,3
414569025,414568272,2162698,2162698,0.0003517134,-7.443153e-05,-5.1802857e-05,0.0010979724,0.010030837,-0.0644001,4482,4482,0,3
415072679,415071927,2162698,2162698,4.4016717e-05,6.7915105e-05,-0.00014422777,0.009392261,-0.0033061048,-0.02077151,4494,4494,0,3
415571869,415571085,2162698,2162698,-3.626941e-06,7.833993e-05,-2.4074314e-05,-0.0037883117,0.007269605,-0.06460648,4497,4497,0,3
416071070,416070244,2162698,2162698,-0.00016650833,-7.147447e-05,-1.7277398e-06,-0.00095401413,0.0017481564,-0.026193913,4493,4493,0,3
416574674,416573899,2162698,2162698,-3.840999e-05,0.00010920185,-1.5198638e-05,0.0024682577,-0.0018235479,-0.04483128,4481,4481,0,3
417073878,417073058,2162698,2162698,0.00015173195,0.00019764052,-9.496683e-05,0.0067281513,0.008006135,-0.043971058,4496,4496,0,3
417573079,417572218,2162698,2162698,0.00016061876,-4.0742245e-05,-8.826257e-05,-0.003185403,0.0010306404,-0.04104747,4497,4497,0,3
418072103,418071385,2162698,2162698,0.00029970217,8.059792e-05,5.4130167e-05,6.976144e-05,-0.002797413,-0.03887525,4505,4505,0,3
418571531,418570537,2162698,2162698,0.00050875853,-0.0002777005,3.0958992e-05,-0.0072047357,0.01907087,-0.05746145,4497,4497,0,3
419070514,419069697,2162698,2162698,-0.00019130192,7.805144e-05,6.4808526e-05,-0.013832142,-0.014398358,-0.03105868,4490,4490,0,3
419574114,419573354,2162698,2162698,-0.00038972808,0.0013872285,-0.0007722698,0.023940563,-0.006340118,-0.06231153,4497,4497,0,3
420073231,420072513,2162698,2162698,0.0004619012,0.00094918493,-0.0002887869,0.0067155533,-0.0062369206,-0.058577247,4496,4496,0,3
420572603,420571681,2162698,2162698,-0.000105477775,-0.00022338587,7.502129e-05,0.0017983268,-0.0011418029,-0.045186408,4503,4503,0,3
421076070,421075335,2162698,2162698,-3.820316e-05,2.2427246e-05,2.4776537e-05,4.1121657e-05,-0.00035565594,-0.044395346,4499,4499,0,3
421575462,421574494,2162698,2162698,-3.0532523e-05,1.185244e-05,9.370865e-05,-0.00035595318,-0.00016989812,-0.04412558,4494,4494,0,3
422070010,422069172,2162698,2162698,-3.7751935e-05,1.69298e-05,3.383238e-05,-0.00025946472,-0.00031168584,-0.043655753,4501,4501,0,3
422573549,422572817,2162698,2162698,-5.1868832e-05,2.0659347e-05,-4.048028e-05,-0.0005845108,-0.00041107828,-0.044129863,4489,4489,0,3
423072815,423071979,2162698,2162698,-4.898214e-05,1.8465927e-05,-5.717935e-05,-0.00037886604,-0.0001289352,-0.044276714,4497,4497,0,3
423571877,423571151,2162698,2162698,-4.838365e-05,8.672642e-06,-4.6520487e-05,-0.00021614105,-3.9380553e-05,-0.044481907,4507,4507,0,3
424071086,424070303,2162698,2162698,-3.6248864e-05,4.097228e-06,-1.6212034e-05,-0.00031774247,0.00012680829,-0.0442351,4497,4497,0,3
424575007,424573973,2162698,2162698,-4.229788e-05,1.5183511e-05,5.8080564e-06,-0.00026228005,5.807903e-05,-0.044146277,4504,4504,0,3
425069423,425068633,2162698,2162698,-2.5970572e-05,1.4374157e-05,1.3678348e-05,-0.0004560289,-7.67962e-07,-0.04439304,4500,4500,0,3
