timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
379402066,379398624,2162698,-0.0067997775,0.001877488,-0.0020652371,0.34906584,2.2918851e-09,2.2918172e-09,3.4337428e-09,2162698,0.009723264,0.0002664319,-0.062091697,0.4,4.1044463e-05,4.10469e-05,4.9903183e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
379613266,379609968,2162698,-0.00681751,0.0018827884,-0.0020717764,0.34906584,2.3173068e-09,2.3172364e-09,3.4655516e-09,2162698,0.0095831035,-0.0042919815,-0.061427172,0.4,3.812375e-05,3.812601e-05,5.0060125e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
379802165,379798825,2162698,-0.0068199094,0.0018839136,-0.0020739192,0.34906584,2.334912e-09,2.3348412e-09,3.4883338e-09,2162698,0.00920309,-0.009105849,-0.060523733,0.4,3.5368565e-05,3.537038e-05,5.011445e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
380004512,380001177,2162698,-0.006794488,0.0018863037,-0.0020685487,0.34906584,2.3446627e-09,2.3445936e-09,3.4997178e-09,2162698,0.014683331,-0.01588956,-0.05894193,0.4,3.2956494e-05,3.295751e-05,4.9991186e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
380202091,380199032,2162698,-0.0068130847,0.0018867606,-0.0020731112,0.34906584,2.3642581e-09,2.3641924e-09,3.5274135e-09,2162698,0.012702662,-0.013959197,-0.057281535,0.4,3.072748e-05,3.0727275e-05,5.0101175e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
380408980,380405890,2162698,-0.0067990045,0.0018791254,-0.0020707622,0.34906584,2.3763498e-09,2.3762876e-09,3.5441041e-09,2162698,0.009886126,-0.017809339,-0.056068473,0.4,2.8582937e-05,2.8581338e-05,5.004069e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
380602582,380599241,2162698,-0.0068197795,0.0018719677,-0.0020733092,0.34906584,2.392172e-09,2.3921154e-09,3.5668566e-09,2162698,0.0051581417,-0.0106063215,-0.055515245,0.4,2.6824586e-05,2.682112e-05,5.009429e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
380800314,380797096,2162698,-0.006810914,0.0018621073,-0.0020685848,0.34906584,2.4013072e-09,2.401255e-09,3.5785277e-09,2162698,0.0026148546,-0.007286816,-0.055785026,0.4,2.524381e-05,2.5238838e-05,4.997881e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
381002773,380999449,2162698,-0.0068199555,0.0018694153,-0.0020730882,0.34906584,2.421349e-09,2.4213005e-09,3.605854e-09,2162698,0.004829597,-0.010300774,-0.05459361,0.4,2.399571e-05,2.3989573e-05,5.0082594e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
381204683,381201801,2162698,-0.006807623,0.001864489,-0.0020684672,0.34906584,2.4312683e-09,2.4312208e-09,3.6170538e-09,2162698,0.0050148605,-0.008653793,-0.05381225,0.4,2.285232e-05,2.2845938e-05,4.9962623e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
381402848,381399661,2162698,-0.0068228054,0.001867964,-0.002073374,0.34906584,2.4530402e-09,2.452991e-09,3.6450158e-09,2162698,0.0050483327,-0.009126955,-0.05240393,0.4,2.1984211e-05,2.197826e-05,5.007462e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
381601324,381597514,2162698,-0.006811099,0.00187373,-0.0020690763,0.34906584,2.464195e-09,2.4641418e-09,3.656459e-09,2162698,0.010280157,-0.0075876764,-0.049055096,0.4,2.115056e-05,2.1145761e-05,4.9960463e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
381803252,381799873,2162698,-0.0068214308,0.001875118,-0.0020731527,0.34906584,2.4866726e-09,2.4866142e-09,3.6837793e-09,2162698,0.009365512,-0.009848214,-0.04610451,0.4,2.053424e-05,2.0530686e-05,5.006345e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
382000989,381997732,2162698,-0.006810551,0.0018654036,-0.002068965,0.34906584,2.4991824e-09,2.499119e-09,3.6952683e-09,2162698,0.0066924086,-0.007922001,-0.0436438,0.4,1.994599e-05,1.994373e-05,4.9951805e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
382203206,382200085,2162698,-0.006826167,0.001869249,-0.0020738628,0.34906584,2.5230806e-09,2.5230127e-09,3.7227488e-09,2162698,0.0069208886,-0.007551925,-0.04153376,0.4,1.9537238e-05,1.9536195e-05,5.005686e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
382401740,382397932,2162698,-0.006810114,0.0018629828,-0.002069396,0.34906584,2.5361613e-09,2.5360898e-09,3.733497e-09,2162698,0.0059936624,-0.0077842525,-0.0396497,0.4,1.9119167e-05,1.9119138e-05,4.9938185e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
382603362,382600285,2162698,-0.006798826,0.0018560215,-0.0020649831,0.34906584,2.5498574e-09,2.549783e-09,3.744586e-09,2162698,0.0040500774,-0.0049098907,-0.03840495,0.4,1.8774475e-05,1.8775307e-05,4.9825267e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
382801221,382798141,2162698,-0.006812044,0.001860365,-0.002068643,0.34906584,2.5752296e-09,2.5751519e-09,3.772261e-09,2162698,0.005068601,-0.0073122354,-0.039633844,0.4,1.8581066e-05,1.8582694e-05,4.9933715e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
383004478,383000495,2162698,-0.006826684,0.0018639953,-0.0020723036,0.34906584,2.6005955e-09,2.6005145e-09,3.799557e-09,2162698,0.0047446005,-0.0049516056,-0.040813316,0.4,1.8443074e-05,1.8445511e-05,5.003757e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
383201568,383198352,2162698,-0.006810489,0.001860073,-0.0020675748,0.34906584,2.6142652e-09,2.6141818e-09,3.809821e-09,2162698,0.0038119657,-0.005409576,-0.04045532,0.4,1.825972e-05,1.8262821e-05,4.991711e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
383602331,383598593,2162698,-0.006805166,0.0018635783,-0.0020685822,0.34906584,2.652826e-09,2.6527383e-09,3.847221e-09,2162698,0.002135452,-0.004103243,-0.040022068,0.4,1.8053994e-05,1.8058261e-05,4.990198e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
384200003,384196635,2162698,-0.0068200277,0.0018679581,-0.0020716814,0.34906584,2.7146552e-09,2.7145601e-09,3.9124877e-09,2162698,0.0026428232,-0.0050238585,-0.039002426,0.4,1.7922812e-05,1.792843e-05,5.0002977e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
384402370,384398989,2162698,-0.006832767,0.0018776129,-0.0020765944,0.34906584,2.7381644e-09,2.7380676e-09,3.9398613e-09,2162698,0.002352711,-0.0051194755,-0.037637115,0.4,1.7928412e-05,1.7934395e-05,5.0108824e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
384613787,384610332,2162698,-0.00682812,0.0018750946,-0.0020742437,0.34906584,2.7531295e-09,2.7530318e-09,3.954583e-09,2162698,0.0026124169,-0.005699178,-0.036515456,0.4,1.7881928e-05,1.7888175e-05,5.0043423e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
385603412,385599643,2162698,-0.0068255384,0.001891314,-0.0020787262,0.34906584,2.8249378e-09,2.8248264e-09,4.0496486e-09,2162698,0.0028721332,-0.0063167242,-0.035360154,0.4,1.783568e-05,1.7842887e-05,5.0074827e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
385805856,385801974,2162698,-0.0068121883,0.0018757002,-0.0020740463,0.34906584,2.8303182e-09,2.8302034e-09,4.0592023e-09,2162698,0.0031680155,-0.0065622423,-0.03389835,0.4,1.7791031e-05,1.7798353e-05,4.9964983e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
386003081,385999826,2162698,-0.006833333,0.0018838459,-0.0020796023,0.34906584,2.8477238e-09,2.8476044e-09,4.0875596e-09,2162698,0.003385012,-0.006840278,-0.032799188,0.4,1.7829958e-05,1.783741e-05,5.0087724e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
386610023,386606912,2162698,-0.006850028,0.0018820975,-0.002077373,0.34906584,2.8630838e-09,2.8629488e-09,4.1353743e-09,2162698,0.0039188927,-0.007215585,-0.034173626,0.4,1.777933e-05,1.7787053e-05,5.0000285e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
