timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
406828511,0,0.0,-0.0,0.0,0.15421687,0.0,0.0,0.0,0.0
406939570,0,0.0,-0.0,0.0,0.15662651,0.0,0.0,0.0,0.0
407026609,0,0.0,-0.0,0.0,0.15783133,0.0,0.0,0.0,0.0
407344637,0,0.0,-0.0,0.0,0.15783133,0.0,0.0,0.0,0.0
407645848,0,0.0,-0.0,0.0,0.15783133,0.0,0.0,0.0,0.0
407801623,0,0.0,-0.0,0.0,0.15903614,0.0,0.0,0.0,0.0
407822669,0,0.0,-0.0,0.0,0.16144578,0.0,0.0,0.0,0.0
407887455,0,0.0,-0.0,0.0,0.19759037,0.0,0.0,0.0,0.0
407995280,0,0.0,-0.0,0.0,0.2433735,0.0,0.0,0.0,0.0
408079009,0,0.0,-0.0,0.0,0.24819277,0.0,0.0,0.0,0.0
408146512,0,0.0,-0.0,0.0,0.25180724,0.0,0.0,0.0,0.0
408446459,0,0.0,-0.0,0.0,0.25301206,0.0,0.0,0.0,0.0
408467658,0,0.0,-0.0,0.0,0.25421688,0.0,0.0,0.0,0.0
408496803,0,0.0,-0.0,0.0,0.25662652,0.0,0.0,0.0,0.0
408636607,0,0.0,-0.0,0.0,0.32891566,0.0,0.0,0.0,0.0
