timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
368082283,nan,nan,nan,nan,2.6179938,-0.009317248,0.023658903,0.00074518076,0.12023055,-0.30529645,0.109192,nan,nan,8.0,nan,nan,nan
368261912,nan,nan,nan,nan,2.6024196,-0.0070494832,0.01962061,0.00068748835,0.1009561,-0.28098804,0.10488,nan,nan,8.0,nan,nan,nan
368468941,nan,nan,nan,nan,2.4208615,-0.009620747,0.011595186,0.0028701734,0.18265536,-0.22014126,0.214296,nan,nan,8.0,nan,nan,nan
368662465,nan,nan,nan,nan,1.2879907,-0.010860918,0.010823323,0.000754491,0.18484852,-0.18420863,0.109872,nan,nan,8.0,nan,nan,nan
368868931,nan,nan,nan,-0.061453044,0.0,-0.012601887,0.0016807232,0.0028650325,0.26511827,-0.035359025,0.214104,nan,nan,8.0,nan,nan,nan
369062099,nan,nan,nan,-0.061356142,0.0,-0.016807757,-0.00064432627,0.00067704037,0.27040505,0.010365991,0.10408,nan,nan,8.0,nan,nan,nan
369260754,nan,nan,nan,-0.061197434,0.0,-0.017450683,-0.004939178,0.0013255425,0.27940345,0.07908134,0.145632,nan,nan,8.0,nan,nan,nan
369462604,nan,nan,nan,-0.061197173,0.0,-0.01817296,-0.0036053518,0.0007238252,0.27818352,0.055189107,0.107616,nan,nan,8.0,nan,nan,nan
369660533,nan,nan,nan,-0.06109737,0.0,-0.017158255,-0.010334092,0.0013347332,0.25991443,0.15654157,0.146136,nan,nan,8.0,nan,nan,nan
369871816,nan,nan,nan,-0.060931724,0.0,-0.013996506,-0.009371516,0.0039270273,0.2567814,0.17193083,0.250664,nan,nan,8.0,nan,nan,nan
370060873,nan,nan,nan,-0.060843557,0.0,-0.014640396,-0.008441921,0.0013105847,0.24376072,0.14055693,0.144808,nan,nan,8.0,nan,nan,nan
370271745,nan,nan,nan,-0.060711917,0.0,-0.011338015,-0.0045609605,0.003969756,0.2541906,0.10225363,0.252024,nan,nan,8.0,nan,nan,nan
370460784,nan,nan,nan,-0.06080042,0.0,-0.01811216,-0.005144824,0.0012724916,0.28322455,0.080450945,0.142688,nan,nan,8.0,nan,nan,nan
370672117,nan,nan,nan,-0.06092876,0.0,-0.015600708,-0.005108727,0.0039280304,0.2907706,0.09521795,0.250696,nan,nan,8.0,nan,nan,nan
370860978,nan,nan,nan,-0.060928863,0.0,-0.029817853,-0.011823942,0.000311805,0.33100656,0.13125701,0.070632,nan,nan,8.0,nan,nan,nan
371072955,nan,nan,nan,-0.061041106,0.0,-0.01615452,-0.00366667,0.004144527,0.3012608,0.06837862,0.257512,nan,nan,8.0,nan,nan,nan
371261287,nan,nan,nan,-0.06086397,0.0,-0.01821237,0.0011148584,0.0012507539,0.2895516,-0.017724713,0.141464,nan,nan,8.0,nan,nan,nan
371467916,nan,nan,nan,-0.06080559,0.0,-0.015523933,0.0017471369,0.002906288,0.28875616,-0.03249799,0.21564,nan,nan,8.0,nan,nan,nan
371661265,nan,nan,nan,-0.061000433,0.0,-0.020211907,-0.00064062537,0.0003207681,0.28627002,0.009073457,0.07164,nan,nan,8.0,nan,nan,nan
371864485,nan,nan,nan,-0.06100009,0.0,-0.012648309,-0.00032433728,0.0021095648,0.2586403,0.0066322447,0.18372,nan,nan,8.0,nan,nan,nan
372061461,nan,nan,nan,-0.06101349,0.0,-0.018301072,0.0027000995,0.00068843266,0.2797284,-0.041270502,0.104952,nan,nan,8.0,nan,nan,nan
372268579,nan,nan,nan,-0.061109144,0.0,-0.011145101,0.0036667036,0.002906935,0.24668652,-0.08115909,0.215664,nan,nan,8.0,nan,nan,nan
372461912,nan,nan,nan,-0.060995612,0.0,-0.018708784,0.006618125,0.0012859395,0.28424078,-0.10054853,0.14344,nan,nan,8.0,nan,nan,nan
372668506,nan,nan,nan,-0.06111859,0.0,-0.01609531,0.001964313,0.0028950856,0.2926643,-0.035717502,0.215224,nan,nan,8.0,nan,nan,nan
372862009,nan,nan,nan,-0.06094267,0.0,-0.021240093,-0.0008327813,0.0007357114,0.30188277,0.011836216,0.108496,nan,nan,8.0,nan,nan,nan
373065414,nan,nan,nan,-0.060690615,0.0,-0.016764853,-0.003872376,0.002201111,0.2871041,0.06631582,0.187664,nan,nan,8.0,nan,nan,nan
373271066,nan,nan,nan,-0.060849555,0.0,-0.01905747,-0.004294183,-0.0005938211,0.30018777,0.067640744,-0.10850757,nan,nan,-8.0,nan,nan,nan
373469343,nan,nan,nan,-0.060890935,0.0,-0.018658333,-0.007377798,-0.0029667628,0.2996383,0.118481696,-0.217872,nan,nan,-8.0,nan,nan,nan
373663070,nan,nan,0.1440094,-0.06075407,0.0,-0.019611135,-0.011229335,-0.002051003,0.28540745,0.1634243,-0.181152,nan,nan,-8.0,nan,nan,nan
373860559,nan,nan,0.1596619,-0.060441382,0.0,-0.017491672,-0.015081342,-0.0013552706,0.24491301,0.2111643,-0.147256,nan,nan,-8.0,nan,nan,nan
374071710,nan,nan,nan,-0.06060711,0.0,-0.013872027,-0.0058795684,-0.0020050693,0.25472066,0.107961684,-0.179112,nan,nan,-8.0,nan,nan,nan
374260528,nan,nan,nan,-0.060224537,0.0,-0.019519659,-0.0042549255,-0.00031527554,0.2781062,0.060622025,-0.071024,nan,nan,-8.0,nan,nan,nan
374467305,nan,nan,nan,-0.060573507,0.0,-0.015717803,-0.0065818494,-0.0013069672,0.26043192,0.10905619,-0.144608,nan,nan,-8.0,nan,nan,nan
374660665,13.410869,-3.4355533,nan,-0.06046963,0.0,0.0,0.0,-0.08820068,0.0,0.0,-1.1879439,nan,nan,-8.0,nan,nan,nan
