timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
368774664,-0.0,-0.0,-0.06093524,0.0,0.9995359,-0.0,0.0,-0.030462906,0.0,0.0,-0.001,0,0,0,0,0
368819390,-0.0,-0.0,-0.061253197,0.0,0.99953103,-0.0,0.0,-0.030621812,0.0,0.0,-0.001,0,0,0,0,0
368869022,-0.0,-0.0,-0.061453044,0.0,0.999528,-0.0,0.0,-0.030721685,0.0,0.0,-0.001,0,0,0,0,0
368918164,-0.0,-0.0,-0.061136413,0.0,0.9995328,-0.0,0.0,-0.030563448,0.0,0.0,-0.001,0,0,0,0,0
368972494,-0.0,-0.0,-0.060968895,0.0,0.9995354,-0.0,0.0,-0.030479727,0.0,0.0,-0.001,0,0,0,0,0
369022062,-0.0,-0.0,-0.061178632,0.0,0.99953216,-0.0,0.0,-0.030584546,0.0,0.0,-0.001,0,0,0,0,0
369071574,-0.0,-0.0,-0.06130514,0.0,0.99953026,-0.0,0.0,-0.030647768,0.0,0.0,-0.001,0,0,0,0,0
369120983,-0.0,-0.0,-0.061111845,0.0,0.9995332,-0.0,0.0,-0.030551167,0.0,0.0,-0.001,0,0,0,0,0
369170347,-0.0,-0.0,-0.06093457,0.0,0.9995359,-0.0,0.0,-0.030462572,0.0,0.0,-0.001,0,0,0,0,0
369220349,-0.0,-0.0,-0.06107862,0.0,0.9995337,-0.0,0.0,-0.03053456,0.0,0.0,-0.001,0,0,0,0,0
369269177,-0.0,-0.0,-0.061153848,0.0,0.9995326,-0.0,0.0,-0.03057216,0.0,0.0,-0.001,0,0,0,0,0
369318407,-0.0,-0.0,-0.061065894,0.0,0.9995339,-0.0,0.0,-0.030528205,0.0,0.0,-0.001,0,0,0,0,0
369368093,-0.0,-0.0,-0.06097475,0.0,0.9995353,-0.0,0.0,-0.030482655,0.0,0.0,-0.001,0,0,0,0,0
369422116,-0.0,-0.0,-0.06108263,0.0,0.99953365,-0.0,0.0,-0.030536568,0.0,0.0,-0.001,0,0,0,0,0
369471281,-0.0,-0.0,-0.061163936,0.0,0.9995324,-0.0,0.0,-0.0305772,0.0,0.0,-0.001,0,0,0,0,0
369521055,-0.0,-0.0,-0.06108437,0.0,0.99953365,-0.0,0.0,-0.030537441,0.0,0.0,-0.001,0,0,0,0,0
369570229,-0.0,-0.0,-0.060995895,0.0,0.99953496,-0.0,0.0,-0.03049322,0.0,0.0,-0.001,0,0,0,0,0
369619747,-0.0,-0.0,-0.061048504,0.0,0.9995342,-0.0,0.0,-0.030519512,0.0,0.0,-0.001,0,0,0,0,0
369669705,-0.0,-0.0,-0.061074898,0.0,0.9995338,-0.0,0.0,-0.030532703,0.0,0.0,-0.001,0,0,0,0,0
369719149,-0.0,-0.0,-0.060988422,0.0,0.9995351,-0.0,0.0,-0.03048949,0.0,0.0,-0.001,0,0,0,0,0
369768515,-0.0,-0.0,-0.060929786,0.0,0.999536,-0.0,0.0,-0.030460184,0.0,0.0,-0.001,0,0,0,0,0
369822515,-0.0,-0.0,-0.06091762,0.0,0.99953616,-0.0,0.0,-0.030454101,0.0,0.0,-0.001,0,0,0,0,0
369871908,-0.0,-0.0,-0.060931724,0.0,0.999536,-0.0,0.0,-0.030461151,0.0,0.0,-0.001,0,0,0,0,0
369921225,-0.0,-0.0,-0.060818363,0.0,0.99953765,-0.0,0.0,-0.030404495,0.0,0.0,-0.001,0,0,0,0,0
369970427,-0.0,-0.0,-0.06076025,0.0,0.9995386,-0.0,0.0,-0.030375453,0.0,0.0,-0.001,0,0,0,0,0
370025665,-0.0,-0.0,-0.06082073,0.0,0.99953765,-0.0,0.0,-0.030405676,0.0,0.0,-0.001,0,0,0,0,0
370069451,-0.0,-0.0,-0.060823727,0.0,0.9995376,-0.0,0.0,-0.030407177,0.0,0.0,-0.001,0,0,0,0,0
370118892,-0.0,-0.0,-0.060681384,0.0,0.99953973,-0.0,0.0,-0.030336041,0.0,0.0,-0.001,0,0,0,0,0
370168621,-0.0,-0.0,-0.0606325,0.0,0.9995405,-0.0,0.0,-0.030311607,0.0,0.0,-0.001,0,0,0,0,0
370217956,-0.0,-0.0,-0.060732424,0.0,0.99953896,-0.0,0.0,-0.030361546,0.0,0.0,-0.001,0,0,0,0,0
370271887,-0.0,-0.0,-0.060711917,0.0,0.9995393,-0.0,0.0,-0.030351294,0.0,0.0,-0.001,0,0,0,0,0
370321433,-0.0,-0.0,-0.06052763,0.0,0.99954206,-0.0,0.0,-0.030259196,0.0,0.0,-0.001,0,0,0,0,0
370370966,-0.0,-0.0,-0.060530275,0.0,0.99954206,-0.0,0.0,-0.030260514,0.0,0.0,-0.001,0,0,0,0,0
370420534,-0.0,-0.0,-0.06068798,0.0,0.9995397,-0.0,0.0,-0.030339332,0.0,0.0,-0.001,0,0,0,0,0
370469969,-0.0,-0.0,-0.06072163,0.0,0.99953914,-0.0,0.0,-0.030356152,0.0,0.0,-0.001,0,0,0,0,0
370519137,-0.0,-0.0,-0.06067321,0.0,0.99953985,-0.0,0.0,-0.030331954,0.0,0.0,-0.001,0,0,0,0,0
370568739,-0.0,-0.0,-0.06071412,0.0,0.99953926,-0.0,0.0,-0.030352399,0.0,0.0,-0.001,0,0,0,0,0
370622929,-0.0,-0.0,-0.060814194,0.0,0.99953777,-0.0,0.0,-0.030402413,0.0,0.0,-0.001,0,0,0,0,0
370672219,-0.0,-0.0,-0.06092876,0.0,0.99953604,-0.0,0.0,-0.03045967,0.0,0.0,-0.001,0,0,0,0,0
370721568,-0.0,-0.0,-0.060873438,0.0,0.9995368,-0.0,0.0,-0.03043202,0.0,0.0,-0.001,0,0,0,0,0
370771038,-0.0,-0.0,-0.060834333,0.0,0.9995374,-0.0,0.0,-0.030412477,0.0,0.0,-0.001,0,0,0,0,0
370820755,-0.0,-0.0,-0.06094596,0.0,0.99953574,-0.0,0.0,-0.030468265,0.0,0.0,-0.001,0,0,0,0,0
370870227,-0.0,-0.0,-0.060990445,0.0,0.9995351,-0.0,0.0,-0.0304905,0.0,0.0,-0.001,0,0,0,0,0
370919625,-0.0,-0.0,-0.06089721,0.0,0.99953645,-0.0,0.0,-0.0304439,0.0,0.0,-0.001,0,0,0,0,0
370969136,-0.0,-0.0,-0.06086416,0.0,0.999537,-0.0,0.0,-0.030427387,0.0,0.0,-0.001,0,0,0,0,0
371018529,-0.0,-0.0,-0.061011236,0.0,0.9995347,-0.0,0.0,-0.030500887,0.0,0.0,-0.001,0,0,0,0,0
371073070,-0.0,-0.0,-0.061041106,0.0,0.9995343,-0.0,0.0,-0.030515812,0.0,0.0,-0.001,0,0,0,0,0
371122407,-0.0,-0.0,-0.060920604,0.0,0.9995361,-0.0,0.0,-0.030455593,0.0,0.0,-0.001,0,0,0,0,0
371171353,-0.0,-0.0,-0.060898628,0.0,0.99953645,-0.0,0.0,-0.03044461,0.0,0.0,-0.001,0,0,0,0,0
371220741,-0.0,-0.0,-0.060956035,0.0,0.99953556,-0.0,0.0,-0.030473301,0.0,0.0,-0.001,0,0,0,0,0
371270035,-0.0,-0.0,-0.060916416,0.0,0.99953616,-0.0,0.0,-0.030453501,0.0,0.0,-0.001,0,0,0,0,0
371319638,-0.0,-0.0,-0.060836036,0.0,0.9995374,-0.0,0.0,-0.030413326,0.0,0.0,-0.001,0,0,0,0,0
371369203,-0.0,-0.0,-0.06072742,0.0,0.9995391,-0.0,0.0,-0.030359043,0.0,0.0,-0.001,0,0,0,0,0
371418368,-0.0,-0.0,-0.06077723,0.0,0.9995383,-0.0,0.0,-0.030383939,0.0,0.0,-0.001,0,0,0,0,0
371468059,-0.0,-0.0,-0.060805593,0.0,0.9995379,-0.0,0.0,-0.03039811,0.0,0.0,-0.001,0,0,0,0,0
371522252,-0.0,-0.0,-0.060770005,0.0,0.9995384,-0.0,0.0,-0.030380331,0.0,0.0,-0.001,0,0,0,0,0
371572090,-0.0,-0.0,-0.060788773,0.0,0.9995381,-0.0,0.0,-0.030389708,0.0,0.0,-0.001,0,0,0,0,0
371621233,-0.0,-0.0,-0.060984466,0.0,0.99953514,-0.0,0.0,-0.030487508,0.0,0.0,-0.001,0,0,0,0,0
371670627,-0.0,-0.0,-0.06105537,0.0,0.9995341,-0.0,0.0,-0.030522944,0.0,0.0,-0.001,0,0,0,0,0
371720103,-0.0,-0.0,-0.0609312,0.0,0.999536,-0.0,0.0,-0.030460885,0.0,0.0,-0.001,0,0,0,0,0
371769088,-0.0,-0.0,-0.060887903,0.0,0.99953663,-0.0,0.0,-0.030439248,0.0,0.0,-0.001,0,0,0,0,0
371824529,-0.0,-0.0,-0.061141077,0.0,0.99953276,-0.0,0.0,-0.030565776,0.0,0.0,-0.001,0,0,0,0,0
371872949,-0.0,-0.0,-0.061150856,0.0,0.9995326,-0.0,0.0,-0.030570667,0.0,0.0,-0.001,0,0,0,0,0
371922206,-0.0,-0.0,-0.061093993,0.0,0.9995335,-0.0,0.0,-0.030542247,0.0,0.0,-0.001,0,0,0,0,0
371971564,-0.0,-0.0,-0.0611516,0.0,0.99953264,-0.0,0.0,-0.030571036,0.0,0.0,-0.001,0,0,0,0,0
372021372,-0.0,-0.0,-0.0612548,0.0,0.99953103,-0.0,0.0,-0.03062261,0.0,0.0,-0.001,0,0,0,0,0
372070486,-0.0,-0.0,-0.06121163,0.0,0.9995317,-0.0,0.0,-0.030601036,0.0,0.0,-0.001,0,0,0,0,0
372120652,-0.0,-0.0,-0.06108363,0.0,0.99953365,-0.0,0.0,-0.030537067,0.0,0.0,-0.001,0,0,0,0,0
372169625,-0.0,-0.0,-0.061077025,0.0,0.9995337,-0.0,0.0,-0.030533765,0.0,0.0,-0.001,0,0,0,0,0
372219241,-0.0,-0.0,-0.061179973,0.0,0.99953216,-0.0,0.0,-0.030585218,0.0,0.0,-0.001,0,0,0,0,0
372268678,-0.0,-0.0,-0.06110914,0.0,0.99953324,-0.0,0.0,-0.030549817,0.0,0.0,-0.001,0,0,0,0,0
372322643,-0.0,-0.0,-0.06118852,0.0,0.99953204,-0.0,0.0,-0.030589486,0.0,0.0,-0.001,0,0,0,0,0
372372130,-0.0,-0.0,-0.061264377,0.0,0.99953085,-0.0,0.0,-0.0306274,0.0,0.0,-0.001,0,0,0,0,0
372416852,-0.0,-0.0,-0.061224766,0.0,0.9995315,-0.0,0.0,-0.030607605,0.0,0.0,-0.001,0,0,0,0,0
372470987,-0.0,-0.0,-0.061168414,0.0,0.99953234,-0.0,0.0,-0.030579438,0.0,0.0,-0.001,0,0,0,0,0
372520582,-0.0,-0.0,-0.06119506,0.0,0.9995319,-0.0,0.0,-0.030592754,0.0,0.0,-0.001,0,0,0,0,0
372569748,-0.0,-0.0,-0.06133542,0.0,0.9995298,-0.0,0.0,-0.030662902,0.0,0.0,-0.001,0,0,0,0,0
372619006,-0.0,-0.0,-0.061282527,0.0,0.9995306,-0.0,0.0,-0.030636467,0.0,0.0,-0.001,0,0,0,0,0
372668643,-0.0,-0.0,-0.061118595,0.0,0.9995331,-0.0,0.0,-0.030554542,0.0,0.0,-0.001,0,0,0,0,0
372717922,-0.0,-0.0,-0.061163988,0.0,0.9995324,-0.0,0.0,-0.030577226,0.0,0.0,-0.001,0,0,0,0,0
372772361,-0.0,-0.0,-0.061153267,0.0,0.9995326,-0.0,0.0,-0.030571869,0.0,0.0,-0.001,0,0,0,0,0
372821773,-0.0,-0.0,-0.061044235,0.0,0.99953425,-0.0,0.0,-0.030517383,0.0,0.0,-0.001,0,0,0,0,0
372871140,-0.0,-0.0,-0.060956493,0.0,0.99953556,-0.0,0.0,-0.03047353,0.0,0.0,-0.001,0,0,0,0,0
372921361,-0.0,-0.0,-0.06101131,0.0,0.9995347,-0.0,0.0,-0.030500926,0.0,0.0,-0.001,0,0,0,0,0
372970213,-0.0,-0.0,-0.060993414,0.0,0.999535,-0.0,0.0,-0.030491982,0.0,0.0,-0.001,0,0,0,0,0
373025274,-0.0,-0.0,-0.060806975,0.0,0.9995378,-0.0,0.0,-0.030398807,0.0,0.0,-0.001,0,0,0,0,0
373073333,-0.0,-0.0,-0.060780983,0.0,0.99953824,-0.0,0.0,-0.030385816,0.0,0.0,-0.001,0,0,0,0,0
373122695,-0.0,-0.0,-0.060964994,0.0,0.99953544,-0.0,0.0,-0.03047778,0.0,0.0,-0.001,0,0,0,0,0
373172359,-0.0,-0.0,-0.06097972,0.0,0.99953526,-0.0,0.0,-0.030485138,0.0,0.0,-0.001,0,0,0,0,0
373221734,-0.0,-0.0,-0.06086981,0.0,0.9995369,-0.0,0.0,-0.030430209,0.0,0.0,-0.001,0,0,0,0,0
373271248,-0.0,-0.0,-0.060849555,0.0,0.9995372,-0.0,0.0,-0.030420087,0.0,0.0,-0.001,0,0,0,0,0
373320666,-0.0,-0.0,-0.06100557,0.0,0.99953485,-0.0,0.0,-0.030498056,0.0,0.0,-0.001,0,0,0,0,0
373369975,-0.0,-0.0,-0.061002653,0.0,0.99953485,-0.0,0.0,-0.0304966,0.0,0.0,-0.001,0,0,0,0,0
373419871,-0.0,-0.0,-0.06087585,0.0,0.9995368,-0.0,0.0,-0.030433225,0.0,0.0,-0.001,0,0,0,0,0
373469667,-0.0,-0.0,-0.060890935,0.0,0.9995366,-0.0,0.0,-0.030440763,0.0,0.0,-0.001,0,0,0,0,0
373523602,-0.0,-0.0,-0.060914923,0.0,0.9995362,-0.0,0.0,-0.030452752,0.0,0.0,-0.001,0,0,0,0,0
373568204,-0.0,-0.0,-0.060960338,0.0,0.9995355,-0.0,0.0,-0.030475449,0.0,0.0,-0.001,0,0,0,0,0
373622256,-0.0,-0.0,-0.060646005,0.0,0.99954027,-0.0,0.0,-0.030318357,0.0,0.0,-0.001,0,0,0,0,0
373671261,-0.0,-0.0,-0.060631078,0.0,0.9995405,-0.0,0.0,-0.030310895,0.0,0.0,-0.001,0,0,0,0,0
373720933,-0.0,-0.0,-0.06069603,0.0,0.99953955,-0.0,0.0,-0.030343354,0.0,0.0,-0.001,0,0,0,0,0
373770346,-0.0,-0.0,-0.060638327,0.0,0.99954045,-0.0,0.0,-0.030314522,0.0,0.0,-0.001,0,0,0,0,0
373819771,-0.0,-0.0,-0.060505353,0.0,0.9995424,-0.0,0.0,-0.03024806,0.0,0.0,-0.001,0,0,0,0,0
373869061,-0.0,-0.0,-0.0604853,0.0,0.9995427,-0.0,0.0,-0.030238042,0.0,0.0,-0.001,0,0,0,0,0
373918776,-0.0,-0.0,-0.06057049,0.0,0.99954146,-0.0,0.0,-0.030280616,0.0,0.0,-0.001,0,0,0,0,0
373972586,-0.0,-0.0,-0.060639475,0.0,0.9995404,-0.0,0.0,-0.030315094,0.0,0.0,-0.001,0,0,0,0,0
374022135,-0.0,-0.0,-0.060570367,0.0,0.99954146,-0.0,0.0,-0.030280553,0.0,0.0,-0.001,0,0,0,0,0
374071798,-0.0,-0.0,-0.060607113,0.0,0.99954087,-0.0,0.0,-0.030298917,0.0,0.0,-0.001,0,0,0,0,0
374121268,-0.0,-0.0,-0.060654793,0.0,0.99954015,-0.0,0.0,-0.030322747,0.0,0.0,-0.001,0,0,0,0,0
374170872,-0.0,-0.0,-0.060655065,0.0,0.99954015,-0.0,0.0,-0.030322887,0.0,0.0,-0.001,0,0,0,0,0
374220072,-0.0,-0.0,-0.060612895,0.0,0.9995408,-0.0,0.0,-0.030301813,0.0,0.0,-0.001,0,0,0,0,0
374274145,-0.0,-0.0,-0.060538914,0.0,0.99954194,-0.0,0.0,-0.030264836,0.0,0.0,-0.001,0,0,0,0,0
374318886,-0.0,-0.0,-0.0605202,0.0,0.99954224,-0.0,0.0,-0.030255485,0.0,0.0,-0.001,0,0,0,0,0
374368584,-0.0,-0.0,-0.0605495,0.0,0.99954176,-0.0,0.0,-0.030270126,0.0,0.0,-0.001,0,0,0,0,0
374422543,-0.0,-0.0,-0.060573664,0.0,0.9995414,-0.0,0.0,-0.030282201,0.0,0.0,-0.001,0,0,0,0,0
374467414,-0.0,-0.0,-0.060573507,0.0,0.9995414,-0.0,0.0,-0.030282127,0.0,0.0,-0.001,0,0,0,0,0
374521473,0.014914137,-0.023730395,-0.060469627,0.0,0.99944746,0.007094398,-0.012084577,-0.030138807,0.0,0.0,-0.008948996,0,0,0,0,0
374570563,0.012617823,-0.018187314,-0.060469624,0.0,0.9994835,0.006030831,-0.009279906,-0.030171013,0.0,0.0,-0.016295029,0,0,0,0,0
374620834,0.0070275017,-0.009497971,-0.060469627,0.0,0.999526,0.0033685367,-0.004852988,-0.030213006,0.0,0.0,-0.024442395,0,0,0,0,0
374669990,0.0029495389,-0.005039271,-0.060469624,0.0,0.99953884,0.0013979212,-0.0025630607,-0.030226363,0.0,0.0,-0.032221198,0,0,0,0,0
374719371,0.0033646123,-0.0054595647,-0.060469624,0.0,0.99953794,0.0015990086,-0.0027793837,-0.030225463,0.0,0.0,-0.03977854,0,0,0,0,0
374768872,0.0043042987,-0.0049021468,-0.060469627,0.0,0.9995378,0.002077061,-0.0025150047,-0.030224778,0.0,0.0,-0.049457014,0,0,0,0,0
374822849,0.0030778993,-0.002429933,-0.060469627,0.0,0.9995411,0.0015015157,-0.0012609321,-0.030228281,0.0,0.0,-0.058105182,0,0,0,0,0
374872341,0.0032608751,-0.0037474155,-0.060469627,0.0,0.99954,0.0015730463,-0.0019221362,-0.030227065,0.0,0.0,-0.06404736,0,0,0,0,0
374921492,0.0024861542,-0.0022680266,-0.060469627,0.0,0.9995416,0.0012082263,-0.0011710724,-0.030228756,0.0,0.0,-0.07581266,0,0,0,0,0
374970902,0.0014482648,-0.0014812385,-0.060469627,0.0,0.9995425,0.0007014121,-0.0007621711,-0.030229656,0.0,0.0,-0.0882559,0,0,0,0,0
375020482,0.0016468716,-0.0028313722,-0.060469627,0.0,0.99954164,0.0007802621,-0.0014399309,-0.030229006,0.0,0.0,-0.1008806,0,0,0,0,0
375069745,0.0035617372,-0.0025036698,-0.060469624,0.0,0.9995407,0.0017422093,-0.0013050965,-0.030227907,0.0,0.0,-0.111195065,0,0,0,0,0
375119240,-0.0012566673,-0.0011836474,-0.06046963,0.0,0.9995426,-0.0006459373,-0.0005725585,-0.03023057,0.0,0.0,-0.120197095,0,0,0,0,0
375168668,-0.00434221,0.0022063407,-0.06046963,0.0,0.9995401,-0.0021367609,0.0011682962,-0.030227728,0.0,0.0,-0.13217884,0,0,0,0,0
375218109,0.007372513,-0.006853879,-0.060469627,0.0,0.9995307,0.0035809458,-0.003536779,-0.0302172,0.0,0.0,-0.1460976,0,0,0,0,0
375272247,-0.007875984,0.005455398,-0.060469627,0.0,0.99953187,-0.003853709,0.0028454734,-0.030219125,0.0,0.0,-0.15975654,0,0,0,0,0
375321828,0.007119089,-0.0055011585,-0.060469627,0.0,0.9995332,0.0034747466,-0.002856906,-0.030220116,0.0,0.0,-0.17219737,0,0,0,0,0
375371490,-0.009243903,0.0048116073,-0.060469624,0.0,0.9995297,-0.0045470814,0.0025443977,-0.030218683,0.0,0.0,-0.18534361,0,0,0,0,0
375420860,-0.0038832484,-0.007536865,-0.060469627,0.0,0.9995338,-0.002054642,-0.0037079987,-0.030237252,0.0,0.0,-0.19844691,0,0,0,0,0
375470420,-0.0011133506,0.0002678667,-0.060469627,0.0,0.99954283,-0.000552372,0.00015070052,-0.030230131,0.0,0.0,-0.21507324,0,0,0,0,0
375519404,-0.0069678756,0.004830395,-0.060469627,0.0,0.99953425,-0.0034093168,0.0025193964,-0.030221527,0.0,0.0,-0.2354836,0,0,0,0,0
375568881,-0.009111657,-0.008860623,-0.06046963,0.0,0.9995222,-0.004687613,-0.0042905044,-0.030249774,0.0,0.0,-0.24649757,0,0,0,0,0
375618475,-0.007971429,-0.005213046,-0.060469627,0.0,0.9995313,-0.004062664,-0.0024848194,-0.030240249,0.0,0.0,-0.26384103,0,0,0,0,0
375667979,-0.009059425,-0.0011721632,-0.060469627,0.0,0.99953246,-0.004545343,-0.00044887402,-0.03023255,0.0,0.0,-0.28264394,0,0,0,0,0
375722202,-0.007875723,-0.005278073,-0.06046963,0.0,0.99953145,-0.0040158154,-0.0025187647,-0.030240256,0.0,0.0,-0.30139935,0,0,0,0,0
375771487,-0.0066667027,-0.0029331848,-0.06046963,0.0,0.9995362,-0.003376153,-0.0013651458,-0.030234896,0.0,0.0,-0.31513518,0,0,0,0,0
375821640,-0.0021414238,-0.0046003913,-0.06046963,0.0,0.9995397,-0.0011397547,-0.0022667728,-0.030232575,0.0,0.0,-0.32939565,0,0,0,0,0
375870918,0.0021555324,-0.0047217663,-0.060469627,0.0,0.9995397,0.0010059006,-0.0023923814,-0.030227564,0.0,0.0,-0.34866536,0,0,0,0,0
375919903,0.0001268585,-0.0029874088,-0.060469627,0.0,0.9995419,1.824522e-05,-0.0014949386,-0.030230083,0.0,0.0,-0.36972195,0,0,0,0,0
375969433,0.0010716043,-0.0042055645,-0.060469627,0.0,0.9995407,0.0004719886,-0.0021180168,-0.030229015,0.0,0.0,-0.38123226,0,0,0,0,0
376018823,-0.0021191004,-0.004825482,-0.06046963,0.0,0.99953943,-0.0011320002,-0.0023796044,-0.030232659,0.0,0.0,-0.37939903,0,0,0,0,0
376068397,0.007291996,-0.0017925174,-0.060469627,0.0,0.99953604,0.003617228,-0.001006062,-0.030226732,0.0,0.0,-0.39479902,0,0,0,0,0
376123111,-0.0012941972,-0.0055237375,-0.060469627,0.0,0.9995389,-0.000730292,-0.0027410404,-0.030231873,0.0,0.0,-0.38803598,0,0,0,0,0
376171608,0.008869111,-0.0060412874,-0.060469627,0.0,0.999529,0.00434118,-0.0031532852,-0.030216387,0.0,0.0,-0.36277774,0,0,0,0,0
376221032,0.006721068,-0.0074459095,-0.060469627,0.0,0.9995308,0.0032464238,-0.0038228123,-0.030217323,0.0,0.0,-0.34050485,0,0,0,0,0
376270590,0.0015596407,-0.009145345,-0.060469627,0.0,0.99953234,0.00064122345,-0.004594139,-0.03022632,0.0,0.0,-0.32413772,0,0,0,0,0
376320297,0.0038323458,-0.005702661,-0.060469627,0.0,0.9995372,0.001829092,-0.0029079444,-0.030224573,0.0,0.0,-0.31239992,0,0,0,0,0
376369281,0.007914447,-0.008130828,-0.06046963,0.0,0.9995274,0.0038324746,-0.004183139,-0.030213641,0.0,0.0,-0.3102887,0,0,0,0,0
376418770,0.012304309,-0.010726067,-0.060469627,0.0,0.99951065,0.005987094,-0.0055464325,-0.030196223,0.0,0.0,-0.31142077,0,0,0,0,0
376468371,0.0050180047,-0.008546901,-0.060469624,0.0,0.99953103,0.0023786435,-0.004347318,-0.030219117,0.0,0.0,-0.31817526,0,0,0,0,0
376522415,0.004771439,-0.015682442,-0.06046963,0.0,0.99950993,0.0021475148,-0.007909654,-0.030210495,0.0,0.0,-0.32003027,0,0,0,0,0
376572034,0.008747708,-0.01261126,-0.060469624,0.0,0.9995144,0.0041811364,-0.006434865,-0.03020175,0.0,0.0,-0.32146084,0,0,0,0,0
376621854,0.0038987482,-0.014532158,-0.06046963,0.0,0.9995151,0.0017287775,-0.007321608,-0.030215196,0.0,0.0,-0.31484073,0,0,0,0,0
376670817,0.011260799,-0.023912873,-0.060469624,0.0,0.9994577,0.005265963,-0.012120693,-0.03016028,0.0,0.0,-0.31076887,0,0,0,0,0
376721026,0.014862103,-0.022951355,-0.060469627,0.0,0.9994521,0.0070802034,-0.01169449,-0.030142153,0.0,0.0,-0.30863577,0,0,0,0,0
376770215,0.00934677,-0.016345784,-0.060469627,0.0,0.99949986,0.004424013,-0.008310248,-0.030190693,0.0,0.0,-0.3146266,0,0,0,0,0
376819086,0.009786791,-0.020950183,-0.060469627,0.0,0.99947774,0.004574217,-0.010617906,-0.030176952,0.0,0.0,-0.31615847,0,0,0,0,0
376873068,0.01421462,-0.027979745,-0.060469627,0.0,0.9994229,0.0066804145,-0.014197502,-0.030127106,0.0,0.0,-0.31844485,0,0,0,0,0
376922495,0.013026813,-0.017116891,-0.060469627,0.0,0.99948686,0.0062514297,-0.008751141,-0.030172745,0.0,0.0,-0.32445878,0,0,0,0,0
376971989,0.016252147,-0.017705712,-0.060469627,0.0,0.999473,0.00785434,-0.009094043,-0.03015612,0.0,0.0,-0.32941473,0,0,0,0,0
377021484,0.024578217,-0.027146934,-0.060469627,0.0,0.99938047,0.011871767,-0.013937281,-0.030058416,0.0,0.0,-0.32121176,0,0,0,0,0
377070749,0.025592174,-0.027035715,-0.060469627,0.0,0.99937505,0.012380119,-0.013896944,-0.030052088,0.0,0.0,-0.310055,0,0,0,0,0
377120439,0.020996753,-0.021049567,-0.060469624,0.0,0.99943584,0.010174661,-0.0108365435,-0.030116424,0.0,0.0,-0.3043542,0,0,0,0,0
377170201,0.02075796,-0.02405452,-0.060469627,0.0,0.9994206,0.010009742,-0.012334556,-0.030101622,0.0,0.0,-0.30514184,0,0,0,0,0
377219917,0.017670147,-0.022956345,-0.060469627,0.0,0.9994412,0.008483371,-0.011739291,-0.030125676,0.0,0.0,-0.31006423,0,0,0,0,0
377268998,0.011850874,-0.0213265,-0.06046963,0.0,0.9994705,0.0056000175,-0.010837103,-0.030164806,0.0,0.0,-0.31112197,0,0,0,0,0
377318422,0.012095762,-0.02124478,-0.06046963,0.0,0.99947023,0.0057236333,-0.010799957,-0.030163739,0.0,0.0,-0.3169835,0,0,0,0,0
377372489,0.017249377,-0.019303074,-0.060469627,0.0,0.99946177,0.008328485,-0.009907327,-0.030144474,0.0,0.0,-0.3282526,0,0,0,0,0
