timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
368166640,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.0039641224,0.0001096679,1.8239453e-08,-0.17648831,-0.15725455,-10.446634,0.0014755116,0.007604463,0.009875399,56.454273,56.454273
368994037,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.0034330727,9.873168e-05,7.970828e-09,-0.025292974,0.060476612,-9.927969,-0.0053265383,0.003125513,0.00026523974,56.482918,56.482918
370028259,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.0036474266,0.000117695134,5.43257e-09,0.018655065,0.050556276,-9.959518,-0.008051781,0.0012796801,-0.0026742504,56.482918,56.482918
371062537,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.003557337,0.00010144952,4.836577e-09,-0.0040285797,0.072709985,-9.796299,-0.0066364063,0.0012291343,-0.004247577,56.482918,56.482918
371993336,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.0037261052,0.00012554186,8.451391e-09,-0.03051692,0.03532323,-9.872339,-0.008562128,0.00068504876,-0.0015347421,56.482918,56.482918
373027732,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.004205992,0.00013631779,9.625018e-09,-0.0345437,0.023204664,-9.953122,-0.0055209487,0.0036523861,-0.00043701698,56.482918,56.482918
374061783,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.003911462,0.0001131056,7.960891e-09,-0.067430705,0.037830953,-9.936093,-0.0054836404,0.0015915224,-0.0023520968,56.482918,56.482918
374992582,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.0035982514,0.00010902206,9.421719e-09,0.009964541,0.070859335,-9.699948,-0.005858834,0.002399048,0.003677203,56.577087,56.577087
376027178,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.012081223,0.00020249102,2.8918729e-08,-0.17254856,-0.0692012,-11.101062,0.0027414025,-0.05850893,-0.0031326439,56.671158,56.671158
377061050,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.017243618,0.00031519282,6.35009e-08,-0.036297902,0.115545504,-9.582261,0.052541483,0.0045029796,0.0013368112,56.577087,56.577087
377992019,2162698,2162698,0,0,0,0,0,667.2598,667.2598,800.7473,8007.1177,0.017503163,0.00030489117,5.8258244e-08,-0.2170963,0.016913533,-10.98959,-0.065601796,0.0018500207,0.0008802674,56.671158,56.671158
