timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
368070548,368069968,0.010447725,0.006236547,0.006506432,0.001,0.0,0.0,0.0,-1.0
368123080,368122446,-0.00035152555,0.0067966594,-0.004253759,0.001,0.0,0.0,0.0,-1.0
368172493,368171895,0.0076011517,0.0019886545,-0.0069078337,0.001,0.0,0.0,0.0,-1.0
368221937,368221354,0.0022642792,0.012732832,0.021552544,0.001,0.0,0.0,0.0,-1.0
368274394,368273813,0.0028699595,0.00043733104,-0.0040680873,0.001,0.0,0.0,0.0,-1.0
368322356,368321781,0.010435953,-0.0036755279,-0.0024020567,0.001,0.0,0.0,0.0,-1.0
368371860,368371242,0.00931241,-0.0011413661,-0.0011852811,0.001,0.0,0.0,0.0,-1.0
368424280,368423702,0.011611366,-0.0030693687,0.002595789,0.001,0.0,0.0,0.0,-1.0
368473836,368473185,0.008024362,-0.004773252,-0.0022581676,0.001,0.0,0.0,0.0,-1.0
368524771,368524136,0.009492016,-0.00329603,-0.00476474,0.001,0.0,0.0,0.0,-1.0
368572697,368572113,0.009051678,-0.00082161586,-0.00010835677,0.001,0.0,0.0,0.0,-1.0
368622151,368621577,0.006898132,-0.0002953836,0.0026676615,0.001,0.0,0.0,0.0,-1.0
368671608,368671031,0.003832723,0.0016969298,0.0008704409,0.001,0.0,0.0,0.0,-1.0
368722566,368721985,0.0046721897,-0.0008184632,-0.0023366488,0.001,0.0,0.0,0.0,-1.0
368775022,368774442,0.005948821,-9.318742e-05,4.299781e-06,0.001,0.0,0.0,0.0,-1.0
368822978,368822405,0.008251843,0.0016354792,0.0022419877,0.001,0.0,0.0,0.0,-1.0
368872455,368871870,0.006775729,0.0011391112,-0.00035418614,0.001,0.0,0.0,0.0,-1.0
368921909,368921333,0.0050798287,0.0010378825,-0.0022766287,0.001,0.0,0.0,0.0,-1.0
368974362,368973794,0.006151993,0.0032435288,-0.0007975803,0.001,0.0,0.0,0.0,-1.0
369022328,369021759,0.00752693,0.003522519,-0.00013381541,0.001,0.0,0.0,0.0,-1.0
