timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
368182292,1200.0,0.6107236,1001.9409,0.0,11234,101,20.977825,1055,9,0,0,0,0.008530806,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368345161,1200.0,0.6107236,1001.9409,0.0,11242,101,20.977825,1056,9,0,0,0,0.0085227275,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369486703,1200.0,0.6107236,1197.3527,0.0,11269,101,20.849424,1057,9,0,0,0,0.008514664,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370396559,1200.0,0.6107236,1087.4446,0.0,11294,101,20.950766,1058,9,0,0,0,0.008506617,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371356661,1200.0,0.6107236,1228.6334,0.0,11318,101,20.908672,1059,9,0,0,0,0.008498584,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372401409,1200.0,0.6107236,1120.0933,0.0,11347,101,46.670555,1061,9,0,0,0,0.008482563,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373366731,1200.0,0.6107236,1113.1615,0.0,11374,101,20.834572,1062,9,0,0,0,0.008474576,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
374575492,1200.0,0.6107236,1041.0385,0.0,11405,101,20.900389,1063,9,0,0,0,0.008466604,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375466591,1200.0,0.6107236,1192.952,0.0,11428,101,20.807302,1064,9,0,0,0,0.008458647,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376417062,1200.0,0.6107236,1122.6624,0.0,11459,101,20.937754,1065,9,0,0,0,0.008450705,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377572612,1200.0,0.6107236,1242.8372,0.0,11485,101,20.99725,1066,9,0,0,0,0.008442776,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378467051,1200.0,0.6107236,992.15045,0.0,11511,101,20.918835,1067,9,0,0,0,0.008434864,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
379415563,1200.0,0.6107236,1159.44,0.0,11534,101,20.81046,1068,9,0,0,0,0.008426966,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380493702,1200.0,0.6107236,1325.7714,0.0,11566,101,20.85483,1069,9,0,0,0,0.008419083,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381504253,1200.0,0.6107236,1044.8539,0.0,11594,101,20.956955,1071,9,0,0,0,0.008403362,0,0,0,1,1,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
