timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
369006777,-0.003294549,-0.008848192,-0.022037843,4500,0,0.1739515,0.07399712,-9.8401785,4500,0
369011266,-0.0143060805,0.004973162,-0.022445345,4489,0,-0.294215,0.15691546,-10.085094,4489,0
369015769,-0.0026992322,0.0052397014,-0.008025778,4503,0,-0.053584963,-0.1436959,-9.725719,4503,0
369020267,-0.017391156,-0.014943212,0.003552188,4498,0,-0.27209634,-1.2892277,-9.651626,4498,0
369024773,-0.013190178,0.0023132158,0.0020283714,4506,0,-0.55482954,-0.18160897,-10.243428,4506,0
369029253,0.0031436037,0.010595154,0.006391313,4480,0,-0.1743249,-0.07480232,-10.118116,4480,0
369033750,-0.023435082,0.00091577927,0.009653693,4497,0,0.27203897,-0.13039225,-9.74058,4497,0
369038247,-0.011049272,0.00855856,-0.0010734742,4497,0,-0.013750188,1.1184527,-9.71213,4497,0
369042743,-0.0013636507,-0.0030150025,-0.0026968585,4496,0,0.3672099,0.42756706,-9.98934,4496,0
369047240,-0.01974649,-0.009002426,-0.015121315,4497,0,0.11049013,-0.14183839,-10.0151825,4497,0
369051737,0.0017199619,0.003041861,-0.025124218,4497,0,-0.029107824,0.88919187,-9.69491,4497,0
369056233,-0.0035684202,-0.011629981,-0.019358024,4496,0,0.43577054,0.17252964,-9.705256,4496,0
369060730,-0.010969562,-0.008697259,-0.016963923,4497,0,-0.34011346,0.17550166,-10.543822,4497,0
369065233,-0.0032345338,0.011115732,-0.0028333722,4503,0,-0.4549185,-0.09385485,-10.095127,4503,0
369069723,-0.02031988,-0.006573693,0.009228135,4490,0,-0.11547384,-1.102382,-9.546038,4490,0
369074226,-0.00991954,0.00013854506,0.013132675,4503,0,-0.51569104,-0.26050755,-10.4372635,4503,0
369078716,0.0027622816,0.0064103142,0.013961736,4490,0,-0.14431916,-0.18579209,-10.058484,4490,0
369083213,-0.013461123,-0.0010861187,0.017041845,4497,0,0.168861,-0.11084148,-9.283762,4497,0
369087713,-0.00320613,0.013609173,0.0071761995,4500,0,-0.04619614,1.04356,-9.7472925,4500,0
369092206,-0.010507098,0.0041802,0.002536844,4493,0,0.46083802,0.4269515,-9.499699,4493,0
369096703,-0.013798277,-0.008520618,-0.008183351,4497,0,0.07544658,0.34050792,-9.875728,4497,0
369101200,0.009411266,0.012533074,-0.018919688,4497,0,-0.294728,0.5973155,-10.16528,4497,0
369105701,-0.0041882773,-0.0011766965,-0.014444376,4501,0,0.42176247,0.11664915,-9.853258,4501,0
369110193,-0.004622113,-0.006871804,-0.008013209,4492,0,-0.32730168,0.22910452,-9.938199,4492,0
369114690,0.0062771756,0.019870745,-0.0027197127,4497,0,-0.63722855,-0.07317302,-9.919266,4497,0
369119196,-0.015249389,-0.005997576,0.014070794,4506,0,-0.077936985,-1.001299,-9.409309,4506,0
369123693,-0.010924026,-0.0013535484,0.016410287,4497,0,-0.48436996,-0.18757047,-10.032439,4497,0
369128183,0.0015688409,0.013713981,0.018868178,4490,0,-0.39741457,-0.23677745,-10.086936,4490,0
369132684,-0.009733356,0.010101977,0.018561075,4501,0,0.31237832,-0.23890375,-9.323189,4501,0
369137173,-0.00653661,0.009643671,0.004374988,4489,0,0.3129811,0.6109424,-9.706415,4489,0
369141670,-0.00393757,-0.0006504976,0.0024594995,4497,0,0.3726423,0.42546368,-10.339095,4497,0
369146167,-0.0062423525,-0.004517623,-0.008131789,4497,0,-0.056013197,0.2766436,-9.966844,4497,0
369150658,-0.012197282,0.0127134025,-0.021015042,4491,0,-0.023401612,0.69625056,-10.012694,4491,0
369155160,-0.0016965684,-0.0048815394,-0.011632277,4502,0,0.4073258,0.3453707,-9.785952,4502,0
369159656,-0.0004504491,-0.0031649957,-0.012890765,4496,0,-0.16509944,-0.043415096,-10.093773,4496,0
369164199,-0.0005035825,0.011970096,-0.0066876863,4543,0,-0.36585337,-0.33715305,-10.349183,4543,0
369168650,-0.0040614917,-0.0017712298,0.011237796,4451,0,-0.16408801,-0.7966413,-9.786788,4451,0
369173146,-0.010769439,0.0016618292,0.010237558,4496,0,-0.33581078,-0.39396966,-10.144708,4496,0
369177658,-0.004831966,0.008117899,0.009976195,4512,0,-0.14672248,-0.24483752,-10.048343,4512,0
369182192,0.0002391283,0.0040978203,0.0107011115,4534,0,0.25100198,-0.17804107,-9.243335,4534,0
369186637,-0.009520265,0.0137057,0.0008420315,4445,0,0.268566,0.37249708,-9.515734,4445,0
369191133,-0.013005574,-0.0015559688,-0.010200452,4496,0,0.6432964,0.36053368,-9.909758,4496,0
369195644,-0.0088995695,-0.0006586268,-0.017720621,4511,0,0.13917486,0.60622203,-9.981735,4511,0
369200127,-0.005233217,0.009617834,-0.020988796,4483,0,-0.056637306,0.65051895,-10.217889,4483,0
369204623,-0.0052147163,0.0021785882,-0.021844214,4496,0,0.2998861,0.29814968,-9.922403,4496,0
