timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
368090524,0.036922295,0.020544881,-0.0003638311,0.0,0.0,-0.001
368112851,0.03604002,0.016679656,-0.00052394555,0.0,0.0,-0.001
368130943,0.033329565,0.01625692,8.58667e-05,0.0,0.0,-0.001
368153485,0.03441058,0.01723993,-0.00011987353,0.0,0.0,-0.001
368171533,0.035404757,0.017156003,-0.0008467544,0.0,0.0,-0.001
368193809,0.036002185,0.017471999,-0.00048109185,0.0,0.0,-0.001
368212131,0.033297613,0.016598564,0.0009254549,0.0,0.0,-0.001
368229913,0.033739656,0.018059595,0.0014348458,0.0,0.0,-0.001
368252357,0.03820531,0.016404856,0.00038568382,0.0,0.0,-0.001
368274811,0.035857335,0.019012714,-0.00022135791,0.0,0.0,-0.001
368292993,0.035999607,0.019583397,-0.00044742346,0.0,0.0,-0.001
368310793,0.035486426,0.01904853,-3.3595024e-05,0.0,0.0,-0.001
368333206,0.036220342,0.017010147,-8.53492e-05,0.0,0.0,-0.001
368351237,0.03504236,0.018597867,-0.00026706082,0.0,0.0,-0.001
368369311,0.03539606,0.017452024,-0.00015672574,0.0,0.0,-0.001
368391695,0.034701202,0.01727871,0.00020343433,0.0,0.0,-0.001
368414208,0.03498356,0.01799637,0.000104370134,0.0,0.0,-0.001
368432187,0.036744066,0.017133152,0.00016420196,0.0,0.0,-0.001
368450228,0.03602067,0.018596452,0.00049488165,0.0,0.0,-0.001
368472834,0.036247656,0.018249322,-8.82238e-05,0.0,0.0,-0.001
368495367,0.036887214,0.018259944,-0.00010375749,0.0,0.0,-0.001
368513327,0.035324298,0.018817592,-3.4273457e-05,0.0,0.0,-0.001
368531042,0.036798015,0.017862797,-0.0006022833,0.0,0.0,-0.001
368553681,0.03586903,0.017009638,0.00014912915,0.0,0.0,-0.001
368571892,0.034618974,0.017026585,0.00019149498,0.0,0.0,-0.001
368589565,0.035944425,0.016090829,-3.5716326e-05,0.0,0.0,-0.001
368612081,0.035219286,0.017423352,0.0004892873,0.0,0.0,-0.001
368634554,0.036141623,0.016970262,-5.04902e-05,0.0,0.0,-0.001
368652483,0.03644676,0.01742312,0.00020173585,0.0,0.0,-0.001
368670514,0.035792056,0.017883249,0.00012632456,0.0,0.0,-0.001
368693097,0.03724533,0.017596094,-0.00011801427,0.0,0.0,-0.001
368710989,0.036334842,0.018147651,3.7453243e-05,0.0,0.0,-0.001
368733415,0.036450695,0.017207287,-0.00022652073,0.0,0.0,-0.001
368751367,0.036138754,0.016955411,-5.2837655e-05,0.0,0.0,-0.001
368774042,0.03541475,0.016875494,0.00013099628,0.0,0.0,-0.001
368791869,0.036288355,0.016548844,-5.7410445e-05,0.0,0.0,-0.001
368809840,0.036135968,0.017143732,0.0005482858,0.0,0.0,-0.001
368832344,0.036922053,0.016964957,-5.4084256e-05,0.0,0.0,-0.001
368854820,0.037137043,0.017629933,0.00022844675,0.0,0.0,-0.001
368872907,0.036894117,0.017998436,-8.708555e-05,0.0,0.0,-0.001
368890824,0.037383538,0.017527867,-0.00037263663,0.0,0.0,-0.001
368913276,0.037030444,0.017832108,4.8270504e-06,0.0,0.0,-0.001
368931281,0.036782827,0.017143067,-0.00017525672,0.0,0.0,-0.001
368953903,0.03693641,0.01699827,0.00019687827,0.0,0.0,-0.001
368971864,0.03646402,0.016881179,0.00013253262,0.0,0.0,-0.001
368994240,0.036987312,0.0164917,2.7319227e-05,0.0,0.0,-0.001
369012189,0.037150618,0.017089797,0.00027100425,0.0,0.0,-0.001
369030209,0.03729816,0.017210642,-0.00014750822,0.0,0.0,-0.001
369052768,0.03793168,0.017469224,0.000306873,0.0,0.0,-0.001
369070780,0.038290787,0.018148858,-0.0001197832,0.0,0.0,-0.001
369093180,0.03835268,0.017725298,-4.094028e-05,0.0,0.0,-0.001
369111142,0.037971087,0.018063033,0.00044874987,0.0,0.0,-0.001
369133716,0.03782722,0.017260253,-0.00024366104,0.0,0.0,-0.001
369151607,0.037896942,0.016973708,0.00025992392,0.0,0.0,-0.001
369174080,0.0374273,0.017128173,-0.00013979158,0.0,0.0,-0.001
369192212,0.037438978,0.016628714,-9.28898e-05,0.0,0.0,-0.001
369210079,0.037595898,0.01671444,0.00043110494,0.0,0.0,-0.001
369232485,0.037552275,0.017135225,-4.1642943e-05,0.0,0.0,-0.001
369255140,0.03776247,0.017225578,0.00022001083,0.0,0.0,-0.001
369273037,0.03830385,0.017276589,-8.1754624e-05,0.0,0.0,-0.001
369291013,0.037372336,0.017047387,-0.00027322496,0.0,0.0,-0.001
369313467,0.03797112,0.016789885,-2.1105428e-05,0.0,0.0,-0.001
369331552,0.03735496,0.016463406,-0.00014349834,0.0,0.0,-0.001
369349490,0.03800812,0.016285405,0.000117367716,0.0,0.0,-0.001
369372083,0.03803129,0.01660498,-9.57263e-05,0.0,0.0,-0.001
369394496,0.03846324,0.016575124,0.0001751391,0.0,0.0,-0.001
369412649,0.0384353,0.017217731,0.00024991017,0.0,0.0,-0.001
369430410,0.038026087,0.017444042,-0.00013098291,0.0,0.0,-0.001
369452910,0.038549073,0.017266063,0.00013189105,0.0,0.0,-0.001
369475514,0.03813723,0.01761103,-0.00013803254,0.0,0.0,-0.001
369488911,0.038322728,0.017331649,-0.00013033525,0.0,0.0,-0.001
369511395,0.038808316,0.01673083,8.547726e-05,0.0,0.0,-0.001
369533862,0.038164143,0.017098574,-3.87497e-05,0.0,0.0,-0.001
369551942,0.038701463,0.017192855,0.00012511818,0.0,0.0,-0.001
369569828,0.03857866,0.017794997,-5.049193e-05,0.0,0.0,-0.001
369592422,0.038708627,0.01740778,-7.5718446e-05,0.0,0.0,-0.001
369614836,0.038272746,0.017717082,1.7111961e-05,0.0,0.0,-0.001
369632848,0.0384382,0.017830461,-1.765067e-05,0.0,0.0,-0.001
369650733,0.039165992,0.017734542,0.00016175695,0.0,0.0,-0.001
